host_elapsed_s,host_epoch_s,ver,accepted_polls,acc_len
348.339983,1784055386.622320,1,142380,4064
349.096649,1784055387.378985,1,142390,4064
349.796688,1784055388.079024,1,142400,4064
350.497104,1784055388.779440,1,142410,4064
351.139913,1784055389.422250,1,142420,4064
351.762619,1784055390.044955,1,142430,4064
352.596639,1784055390.878975,1,142440,4064
353.339952,1784055391.622288,1,142450,4064
354.040222,1784055392.322559,1,142460,4064
354.696866,1784055392.979202,1,142470,4064
355.439744,1784055393.722080,1,142480,4064
356.140294,1784055394.422630,1,142490,4064
356.896539,1784055395.178875,1,142500,4064
357.696103,1784055395.978439,1,142510,4064
358.339976,1784055396.622313,1,142520,4064
358.996302,1784055397.278638,1,142530,4064
359.762589,1784055398.044925,1,142540,4064
360.496521,1784055398.778857,1,142550,4064
361.196083,1784055399.478420,1,142560,4064
361.862622,1784055400.144958,1,142570,4064
362.739074,1784055401.021411,1,142580,4064
363.561720,1784055401.844056,1,142590,4064
364.338373,1784055402.620709,1,142600,4064
365.061921,1784055403.344257,1,142610,4064
365.762034,1784055404.044370,1,142620,4064
366.439294,1784055404.721630,1,142630,4064
367.195751,1784055405.478088,1,142640,4064
367.961894,1784055406.244231,1,142650,4064
368.695456,1784055406.977792,1,142660,4064
369.395119,1784055407.677455,1,142670,4064
370.039151,1784055408.321487,1,142680,4064
370.738840,1784055409.021176,1,142690,4064
371.462745,1784055409.745082,1,142700,4064
372.161671,1784055410.444007,1,142710,4064
372.938537,1784055411.220873,1,142720,4064
373.638151,1784055411.920488,1,142730,4064
374.296971,1784055412.579307,1,142740,4064
374.995113,1784055413.277449,1,142750,4064
375.738218,1784055414.020554,1,142760,4064
376.461323,1784055414.743660,1,142770,4064
377.138742,1784055415.421078,1,142780,4064
377.894416,1784055416.176752,1,142790,4064
378.694650,1784055416.976986,1,142800,4064
379.437451,1784055417.719788,1,142810,4064
380.138346,1784055418.420682,1,142820,4064
380.760815,1784055419.043151,1,142830,4064
381.460864,1784055419.743201,1,142840,4064
382.238112,1784055420.520449,1,142850,4064
382.994458,1784055421.276794,1,142860,4064
383.737736,1784055422.020072,1,142870,4064
384.360982,1784055422.643318,1,142880,4064
385.060868,1784055423.343204,1,142890,4064
385.837709,1784055424.120045,1,142900,4064
468.649948,1784055506.932284,1,142910,4064
469.373451,1784055507.655788,1,142920,4064
470.049844,1784055508.332180,1,142930,4064
470.749733,1784055509.032070,1,142940,4064
471.573466,1784055509.855802,1,142950,4064
472.250253,1784055510.532590,1,142960,4064
473.106903,1784055511.389239,1,142970,4064
473.849356,1784055512.131692,1,142980,4064
474.573162,1784055512.855498,1,142990,4064
475.250215,1784055513.532551,1,143000,4064
475.907245,1784055514.189581,1,143010,4064
476.649493,1784055514.931829,1,143020,4064
477.307055,1784055515.589392,1,143030,4064
478.150261,1784055516.432597,1,143040,4064
478.850076,1784055517.132413,1,143050,4064
479.506574,1784055517.788910,1,143060,4064
480.150017,1784055518.432353,1,143070,4064
480.849474,1784055519.131810,1,143080,4064
481.549722,1784055519.832058,1,143090,4064
482.207046,1784055520.489383,1,143100,4064
483.006537,1784055521.288873,1,143110,4064
542.119730,1784055580.402066,1,143120,4064
542.893163,1784055581.175499,1,143130,4064
543.669839,1784055581.952176,1,143140,4064
544.319622,1784055582.601959,1,143150,4064
545.219716,1784055583.502052,1,143160,4064
546.193761,1784055584.476097,1,143170,4064
546.819948,1784055585.102284,1,143180,4064
547.469314,1784055585.751650,1,143190,4064
548.168403,1784055586.450740,1,143200,4064
549.369218,1784055587.651554,1,143210,4064
555.336441,1784055593.618777,1,143220,4064
556.163004,1784055594.445341,1,143230,4064
612.673330,1784055650.955666,1,143240,4064
613.399374,1784055651.681710,1,143250,4064
614.172286,1784055652.454622,1,143260,4064
614.899495,1784055653.181831,1,143270,4064
615.655907,1784055653.938244,1,143280,4064
616.572645,1784055654.854981,1,143290,4064
617.272387,1784055655.554723,1,143300,4064
617.899383,1784055656.181719,1,143310,4064
618.655445,1784055656.937782,1,143320,4064
619.373035,1784055657.655371,1,143330,4064
620.072303,1784055658.354640,1,143340,4064
620.698891,1784055658.981228,1,143350,4064
621.555267,1784055659.837604,1,143360,4064
622.254702,1784055660.537039,1,143370,4064
622.954806,1784055661.237142,1,143380,4064
623.599002,1784055661.881338,1,143390,4064
624.254505,1784055662.536841,1,143400,4064
624.871408,1784055663.153744,1,143410,4064
625.655006,1784055663.937343,1,143420,4064
626.371299,1784055664.653636,1,143430,4064
684.634509,1784055722.916845,1,143440,4064
685.407907,1784055723.690243,1,143450,4064
686.134542,1784055724.416878,1,143460,4064
686.884307,1784055725.166643,1,143470,4064
687.533795,1784055725.816131,1,143480,4064
688.333914,1784055726.616250,1,143490,4064
689.107118,1784055727.389454,1,143500,4064
689.807069,1784055728.089406,1,143510,4064
690.583629,1784055728.865966,1,143520,4064
691.234195,1784055729.516532,1,143530,4064
691.907178,1784055730.189515,1,143540,4064
692.633658,1784055730.915995,1,143550,4064
693.383806,1784055731.666142,1,143560,4064
694.107121,1784055732.389458,1,143570,4064
694.783819,1784055733.066156,1,143580,4064
695.484214,1784055733.766550,1,143590,4064
696.135396,1784055734.417732,1,143600,4064
696.883656,1784055735.165992,1,143610,4064
697.584964,1784055735.867300,1,143620,4064
698.283827,1784055736.566164,1,143630,4064
754.963517,1784055793.245853,1,143640,4064
755.705942,1784055793.988279,1,143650,4064
756.406424,1784055794.688760,1,143660,4064
757.063533,1784055795.345869,1,143670,4064
757.706144,1784055795.988480,1,143680,4064
758.363795,1784055796.646131,1,143690,4064
759.230029,1784055797.512365,1,143700,4064
760.063253,1784055798.345589,1,143710,4064
760.806887,1784055799.089224,1,143720,4064
761.463288,1784055799.745625,1,143730,4064
762.205700,1784055800.488037,1,143740,4064
762.829734,1784055801.112070,1,143750,4064
763.629610,1784055801.911947,1,143760,4064
764.505914,1784055802.788250,1,143770,4064
765.229436,1784055803.511772,1,143780,4064
765.929100,1784055804.211436,1,143790,4064
766.605337,1784055804.887673,1,143800,4064
767.305562,1784055805.587898,1,143810,4064
768.005229,1784055806.287565,1,143820,4064
768.628689,1784055806.911025,1,143830,4064
769.405782,1784055807.688119,1,143840,4064
770.029108,1784055808.311444,1,143850,4064
770.828825,1784055809.111161,1,143860,4064
771.562827,1784055809.845164,1,143870,4064
772.262657,1784055810.544993,1,143880,4064
772.928390,1784055811.210726,1,143890,4064
773.629082,1784055811.911419,1,143900,4064
774.461870,1784055812.744206,1,143910,4064
775.204606,1784055813.486942,1,143920,4064
775.862551,1784055814.144887,1,143930,4064
776.604752,1784055814.887088,1,143940,4064
777.305082,1784055815.587418,1,143950,4064
778.005249,1784055816.287585,1,143960,4064
778.762598,1784055817.044935,1,143970,4064
779.528575,1784055817.810911,1,143980,4064
780.204450,1784055818.486786,1,143990,4064
780.861925,1784055819.144261,1,144000,4064
781.662189,1784055819.944526,1,144010,4064
782.428375,1784055820.710711,1,144020,4064
783.128048,1784055821.410384,1,144030,4064
783.761639,1784055822.043976,1,144040,4064
784.528140,1784055822.810477,1,144050,4064
785.327609,1784055823.609945,1,144060,4064
785.961724,1784055824.244061,1,144070,4064
786.627733,1784055824.910070,1,144080,4064
787.304569,1784055825.586905,1,144090,4064
788.004183,1784055826.286519,1,144100,4064
788.762640,1784055827.044976,1,144110,4064
789.529434,1784055827.811770,1,144120,4064
790.161518,1784055828.443854,1,144130,4064
790.827660,1784055829.109996,1,144140,4064
791.560807,1784055829.843143,1,144150,4064
792.227165,1784055830.509501,1,144160,4064
792.861542,1784055831.143878,1,144170,4064
793.526943,1784055831.809280,1,144180,4064
794.361385,1784055832.643721,1,144190,4064
795.003962,1784055833.286299,1,144200,4064
795.803368,1784055834.085704,1,144210,4064
796.502975,1784055834.785312,1,144220,4064
797.202639,1784055835.484975,1,144230,4064
797.860205,1784055836.142542,1,144240,4064
798.660910,1784055836.943246,1,144250,4064
799.527138,1784055837.809474,1,144260,4064
800.360836,1784055838.643173,1,144270,4064
801.060374,1784055839.342710,1,144280,4064
801.702943,1784055839.985279,1,144290,4064
802.360534,1784055840.642870,1,144300,4064
803.102706,1784055841.385043,1,144310,4064
803.760581,1784055842.042917,1,144320,4064
804.525874,1784055842.808211,1,144330,4064
805.202765,1784055843.485101,1,144340,4064
805.926370,1784055844.208706,1,144350,4064
806.660642,1784055844.942978,1,144360,4064
807.359895,1784055845.642231,1,144370,4064
808.003141,1784055846.285478,1,144380,4064
808.802746,1784055847.085082,1,144390,4064
809.659492,1784055847.941828,1,144400,4064
810.460055,1784055848.742391,1,144410,4064
811.260105,1784055849.542441,1,144420,4064
811.959267,1784055850.241604,1,144430,4064
812.625904,1784055850.908241,1,144440,4064
813.302027,1784055851.584364,1,144450,4064
814.025395,1784055852.307731,1,144460,4064
814.826000,1784055853.108336,1,144470,4064
815.559027,1784055853.841364,1,144480,4064
816.225660,1784055854.507996,1,144490,4064
816.925084,1784055855.207420,1,144500,4064
817.659565,1784055855.941901,1,144510,4064
818.402225,1784055856.684561,1,144520,4064
819.258994,1784055857.541330,1,144530,4064
819.958820,1784055858.241157,1,144540,4064
820.601333,1784055858.883670,1,144550,4064
821.424834,1784055859.707170,1,144560,4064
822.225122,1784055860.507458,1,144570,4064
823.058553,1784055861.340889,1,144580,4064
823.801309,1784055862.083645,1,144590,4064
824.701071,1784055862.983407,1,144600,4064
825.358315,1784055863.640652,1,144610,4064
826.024639,1784055864.306975,1,144620,4064
826.758904,1784055865.041240,1,144630,4064
827.500908,1784055865.783245,1,144640,4064
828.224818,1784055866.507154,1,144650,4064
828.924041,1784055867.206377,1,144660,4064
829.624269,1784055867.906605,1,144670,4064
830.400853,1784055868.683189,1,144680,4064
831.158625,1784055869.440961,1,144690,4064
831.958081,1784055870.240417,1,144700,4064
832.724648,1784055871.006984,1,144710,4064
833.423667,1784055871.706003,1,144720,4064
834.100725,1784055872.383061,1,144730,4064
834.901218,1784055873.183554,1,144740,4064
835.623775,1784055873.906112,1,144750,4064
836.358034,1784055874.640371,1,144760,4064
837.057766,1784055875.340102,1,144770,4064
837.723620,1784055876.005956,1,144780,4064
838.423299,1784055876.705635,1,144790,4064
839.300614,1784055877.582950,1,144800,4064
840.100382,1784055878.382718,1,144810,4064
840.823651,1784055879.105987,1,144820,4064
841.557385,1784055879.839721,1,144830,4064
842.200142,1784055880.482478,1,144840,4064
842.956759,1784055881.239095,1,144850,4064
843.722994,1784055882.005330,1,144860,4064
844.657558,1784055882.939894,1,144870,4064
845.500193,1784055883.782530,1,144880,4064
846.222997,1784055884.505333,1,144890,4064
846.923289,1784055885.205625,1,144900,4064
847.622371,1784055885.904708,1,144910,4064
848.323249,1784055886.605585,1,144920,4064
849.099667,1784055887.382004,1,144930,4064
849.899704,1784055888.182041,1,144940,4064
850.700095,1784055888.982432,1,144950,4064
851.399729,1784055889.682066,1,144960,4064
852.022434,1784055890.304770,1,144970,4064
852.822742,1784055891.105078,1,144980,4064
853.598927,1784055891.881263,1,144990,4064
854.399281,1784055892.681617,1,145000,4064
855.156754,1784055893.439090,1,145010,4064
855.921890,1784055894.204226,1,145020,4064
856.598816,1784055894.881152,1,145030,4064
857.298820,1784055895.581156,1,145040,4064
858.099342,1784055896.381678,1,145050,4064
858.999080,1784055897.281417,1,145060,4064
859.956218,1784055898.238555,1,145070,4064
860.756358,1784055899.038694,1,145080,4064
861.521997,1784055899.804333,1,145090,4064
862.298457,1784055900.580793,1,145100,4064
862.999168,1784055901.281505,1,145110,4064
863.655450,1784055901.937787,1,145120,4064
864.398537,1784055902.680874,1,145130,4064
865.155473,1784055903.437809,1,145140,4064
865.856413,1784055904.138749,1,145150,4064
866.498030,1784055904.780367,1,145160,4064
867.255468,1784055905.537805,1,145170,4064
868.021472,1784055906.303808,1,145180,4064
868.721128,1784055907.003464,1,145190,4064
869.454943,1784055907.737280,1,145200,4064
870.220603,1784055908.502939,1,145210,4064
870.855479,1784055909.137815,1,145220,4064
871.598217,1784055909.880554,1,145230,4064
872.354871,1784055910.637208,1,145240,4064
873.054684,1784055911.337020,1,145250,4064
873.697907,1784055911.980243,1,145260,4064
874.397611,1784055912.679948,1,145270,4064
875.154344,1784055913.436681,1,145280,4064
875.897669,1784055914.180005,1,145290,4064
876.620368,1784055914.902704,1,145300,4064
877.297217,1784055915.579554,1,145310,4064
877.954319,1784055916.236655,1,145320,4064
878.697455,1784055916.979791,1,145330,4064
879.454204,1784055917.736540,1,145340,4064
880.219699,1784055918.502035,1,145350,4064
880.920141,1784055919.202477,1,145360,4064
881.653954,1784055919.936290,1,145370,4064
882.354187,1784055920.636523,1,145380,4064
883.119849,1784055921.402185,1,145390,4064
883.919520,1784055922.201856,1,145400,4064
884.720391,1784055923.002727,1,145410,4064
885.420134,1784055923.702471,1,145420,4064
886.096965,1784055924.379301,1,145430,4064
886.820391,1784055925.102727,1,145440,4064
887.619822,1784055925.902158,1,145450,4064
888.353615,1784055926.635951,1,145460,4064
889.054105,1784055927.336441,1,145470,4064
889.797568,1784055928.079904,1,145480,4064
890.519608,1784055928.801944,1,145490,4064
891.253659,1784055929.535996,1,145500,4064
892.053468,1784055930.335804,1,145510,4064
892.819208,1784055931.101544,1,145520,4064
893.518903,1784055931.801239,1,145530,4064
894.219295,1784055932.501631,1,145540,4064
895.052918,1784055933.335254,1,145550,4064
895.753595,1784055934.035931,1,145560,4064
896.596172,1784055934.878508,1,145570,4064
897.395976,1784055935.678313,1,145580,4064
898.053281,1784055936.335617,1,145590,4064
898.718411,1784055937.000747,1,145600,4064
899.453172,1784055937.735509,1,145610,4064
900.296160,1784055938.578497,1,145620,4064
901.152707,1784055939.435043,1,145630,4064
901.996140,1784055940.278476,1,145640,4064
902.696234,1784055940.978570,1,145650,4064
903.395476,1784055941.677812,1,145660,4064
904.095543,1784055942.377879,1,145670,4064
904.818420,1784055943.100757,1,145680,4064
905.595785,1784055943.878121,1,145690,4064
906.352322,1784055944.634658,1,145700,4064
907.052874,1784055945.335211,1,145710,4064
907.718275,1784055946.000611,1,145720,4064
908.452354,1784055946.734691,1,145730,4064
909.217758,1784055947.500095,1,145740,4064
910.095197,1784055948.377534,1,145750,4064
910.851697,1784055949.134033,1,145760,4064
911.595363,1784055949.877699,1,145770,4064
912.251741,1784055950.534078,1,145780,4064
912.951319,1784055951.233655,1,145790,4064
913.652244,1784055951.934581,1,145800,4064
914.394806,1784055952.677142,1,145810,4064
915.152065,1784055953.434401,1,145820,4064
915.851761,1784055954.134097,1,145830,4064
916.595182,1784055954.877518,1,145840,4064
917.317152,1784055955.599488,1,145850,4064
918.051262,1784055956.333598,1,145860,4064
918.718344,1784055957.000680,1,145870,4064
919.394655,1784055957.676991,1,145880,4064
920.217235,1784055958.499571,1,145890,4064
920.951488,1784055959.233824,1,145900,4064
921.595207,1784055959.877544,1,145910,4064
922.216751,1784055960.499087,1,145920,4064
922.993880,1784055961.276216,1,145930,4064
923.794303,1784055962.076639,1,145940,4064
924.551183,1784055962.833520,1,145950,4064
925.450560,1784055963.732896,1,145960,4064
926.251433,1784055964.533769,1,145970,4064
926.916431,1784055965.198767,1,145980,4064
927.551837,1784055965.834174,1,145990,4064
928.250652,1784055966.532988,1,146000,4064
929.116346,1784055967.398682,1,146010,4064
929.994117,1784055968.276453,1,146020,4064
930.750114,1784055969.032450,1,146030,4064
931.451171,1784055969.733507,1,146040,4064
932.151963,1784055970.434299,1,146050,4064
932.815791,1784055971.098127,1,146060,4064
933.550584,1784055971.832920,1,146070,4064
934.316092,1784055972.598428,1,146080,4064
935.116270,1784055973.398606,1,146090,4064
935.816027,1784055974.098364,1,146100,4064
936.493508,1784055974.775844,1,146110,4064
937.216330,1784055975.498666,1,146120,4064
938.015605,1784055976.297941,1,146130,4064
938.816031,1784055977.098367,1,146140,4064
939.516129,1784055977.798466,1,146150,4064
940.293469,1784055978.575805,1,146160,4064
940.992595,1784055979.274931,1,146170,4064
941.692820,1784055979.975156,1,146180,4064
942.449337,1784055980.731674,1,146190,4064
943.249528,1784055981.531864,1,146200,4064
943.915009,1784055982.197345,1,146210,4064
944.593242,1784055982.875579,1,146220,4064
945.352979,1784055983.635315,1,146230,4064
946.092892,1784055984.375229,1,146240,4064
946.793122,1784055985.075458,1,146250,4064
947.449305,1784055985.731641,1,146260,4064
948.114944,1784055986.397280,1,146270,4064
948.814705,1784055987.097041,1,146280,4064
949.549294,1784055987.831630,1,146290,4064
950.448499,1784055988.730835,1,146300,4064
951.215703,1784055989.498039,1,146310,4064
951.849356,1784055990.131692,1,146320,4064
952.514204,1784055990.796540,1,146330,4064
1041.574843,1784056079.857179,1,146340,4064
1042.291934,1784056080.574270,1,146350,4064
1042.991656,1784056081.273992,1,146360,4064
1043.675619,1784056081.957955,1,146370,4064
1044.318175,1784056082.600511,1,146380,4064
1045.091499,1784056083.373835,1,146390,4064
1045.918065,1784056084.200401,1,146400,4064
1046.675162,1784056084.957498,1,146410,4064
1047.374388,1784056085.656724,1,146420,4064
1048.091072,1784056086.373408,1,146430,4064
1048.793331,1784056087.075668,1,146440,4064
1049.491224,1784056087.773560,1,146450,4064
1050.218285,1784056088.500621,1,146460,4064
1050.974190,1784056089.256526,1,146470,4064
1051.690868,1784056089.973204,1,146480,4064
1052.390736,1784056090.673072,1,146490,4064
1053.090757,1784056091.373093,1,146500,4064
1053.817188,1784056092.099524,1,146510,4064
1054.590963,1784056092.873300,1,146520,4064
1055.274782,1784056093.557118,1,146530,4064
1113.702929,1784056151.985266,1,146540,4064
1114.420254,1784056152.702590,1,146550,4064
1115.146316,1784056153.428652,1,146560,4064
1115.946249,1784056154.228585,1,146570,4064
1116.718855,1784056155.001192,1,146580,4064
1117.419613,1784056155.701949,1,146590,4064
1118.046836,1784056156.329172,1,146600,4064
1118.802763,1784056157.085099,1,146610,4064
1119.619353,1784056157.901689,1,146620,4064
1120.319407,1784056158.601743,1,146630,4064
1120.946331,1784056159.228667,1,146640,4064
1121.619413,1784056159.901749,1,146650,4064
1122.319124,1784056160.601460,1,146660,4064
1123.101721,1784056161.384057,1,146670,4064
1123.718867,1784056162.001203,1,146680,4064
1124.346258,1784056162.628594,1,146690,4064
1125.045943,1784056163.328279,1,146700,4064
1125.845752,1784056164.128088,1,146710,4064
1126.519028,1784056164.801365,1,146720,4064
1127.202140,1784056165.484476,1,146730,4064
1127.945592,1784056166.227929,1,146740,4064
1184.493144,1784056222.775480,1,146750,4064
1185.220224,1784056223.502560,1,146760,4064
1185.977487,1784056224.259823,1,146770,4064
1186.693640,1784056224.975976,1,146780,4064
1187.493525,1784056225.775861,1,146790,4064
1188.377786,1784056226.660122,1,146800,4064
1189.177243,1784056227.459579,1,146810,4064
1189.793500,1784056228.075836,1,146820,4064
1190.476883,1784056228.759219,1,146830,4064
1191.177443,1784056229.459779,1,146840,4064
1191.919160,1784056230.201497,1,146850,4064
1192.719463,1784056231.001800,1,146860,4064
1193.592876,1784056231.875212,1,146870,4064
1194.219649,1784056232.501985,1,146880,4064
1194.976929,1784056233.259265,1,146890,4064
1195.676572,1784056233.958908,1,146900,4064
1196.392944,1784056234.675280,1,146910,4064
1197.276933,1784056235.559269,1,146920,4064
1198.019501,1784056236.301838,1,146930,4064
1254.665204,1784056292.947540,1,146940,4064
1255.365518,1784056293.647855,1,146950,4064
1256.165657,1784056294.447993,1,146960,4064
1256.824337,1784056295.106673,1,146970,4064
1257.465000,1784056295.747336,1,146980,4064
1258.200608,1784056296.482945,1,146990,4064
1259.064873,1784056297.347209,1,147000,4064
1259.823567,1784056298.105903,1,147010,4064
1260.700600,1784056298.982937,1,147020,4064
1261.323964,1784056299.606301,1,147030,4064
1262.024012,1784056300.306348,1,147040,4064
1262.800169,1784056301.082505,1,147050,4064
1263.564595,1784056301.846931,1,147060,4064
1264.323972,1784056302.606308,1,147070,4064
1265.000546,1784056303.282882,1,147080,4064
1265.664330,1784056303.946666,1,147090,4064
1266.323414,1784056304.605750,1,147100,4064
1267.023137,1784056305.305473,1,147110,4064
1267.764822,1784056306.047158,1,147120,4064
1268.465016,1784056306.747353,1,147130,4064
1324.972020,1784056363.254356,1,147140,4064
1325.705638,1784056363.987975,1,147150,4064
1326.372640,1784056364.654977,1,147160,4064
1327.041521,1784056365.323857,1,147170,4064
1327.705315,1784056365.987651,1,147180,4064
1328.405357,1784056366.687693,1,147190,4064
1329.205732,1784056367.488068,1,147200,4064
1329.872461,1784056368.154797,1,147210,4064
1330.572187,1784056368.854523,1,147220,4064
1331.305847,1784056369.588183,1,147230,4064
1332.005673,1784056370.288009,1,147240,4064
1332.740882,1784056371.023218,1,147250,4064
1333.440115,1784056371.722451,1,147260,4064
1334.340317,1784056372.622653,1,147270,4064
1335.071405,1784056373.353741,1,147280,4064
1335.772105,1784056374.054441,1,147290,4064
1336.504683,1784056374.787019,1,147300,4064
1337.171926,1784056375.454263,1,147310,4064
1337.971686,1784056376.254022,1,147320,4064
1338.704621,1784056376.986957,1,147330,4064
1339.404547,1784056377.686884,1,147340,4064
1340.071835,1784056378.354171,1,147350,4064
1340.872138,1784056379.154474,1,147360,4064
1341.571008,1784056379.853344,1,147370,4064
1342.205421,1784056380.487758,1,147380,4064
1342.970973,1784056381.253309,1,147390,4064
1343.671323,1784056381.953660,1,147400,4064
1344.504821,1784056382.787157,1,147410,4064
1345.239335,1784056383.521671,1,147420,4064
1345.970867,1784056384.253203,1,147430,4064
1346.604497,1784056384.886833,1,147440,4064
1347.271338,1784056385.553674,1,147450,4064
1348.004150,1784056386.286487,1,147460,4064
1348.839259,1784056387.121595,1,147470,4064
1349.570997,1784056387.853333,1,147480,4064
1350.304401,1784056388.586738,1,147490,4064
1351.003981,1784056389.286317,1,147500,4064
1351.704173,1784056389.986509,1,147510,4064
1352.370479,1784056390.652815,1,147520,4064
1353.070180,1784056391.352516,1,147530,4064
1353.803471,1784056392.085808,1,147540,4064
1354.604163,1784056392.886499,1,147550,4064
1355.404143,1784056393.686479,1,147560,4064
1356.139522,1784056394.421858,1,147570,4064
1356.869246,1784056395.151582,1,147580,4064
1357.639092,1784056395.921429,1,147590,4064
1358.369334,1784056396.651670,1,147600,4064
1359.070066,1784056397.352402,1,147610,4064
1359.803494,1784056398.085830,1,147620,4064
1360.570282,1784056398.852618,1,147630,4064
1361.338496,1784056399.620832,1,147640,4064
1362.069294,1784056400.351630,1,147650,4064
1362.769283,1784056401.051619,1,147660,4064
1363.438730,1784056401.721066,1,147670,4064
1364.303129,1784056402.585466,1,147680,4064
1364.969314,1784056403.251650,1,147690,4064
1365.668822,1784056403.951158,1,147700,4064
1366.438112,1784056404.720449,1,147710,4064
1367.203045,1784056405.485381,1,147720,4064
1367.902632,1784056406.184968,1,147730,4064
1368.638218,1784056406.920554,1,147740,4064
1369.437644,1784056407.719980,1,147750,4064
1370.202358,1784056408.484695,1,147760,4064
1370.868843,1784056409.151180,1,147770,4064
1371.637848,1784056409.920184,1,147780,4064
1372.337857,1784056410.620193,1,147790,4064
1373.102028,1784056411.384364,1,147800,4064
1373.802185,1784056412.084521,1,147810,4064
1374.637669,1784056412.920005,1,147820,4064
1375.337368,1784056413.619705,1,147830,4064
1376.037609,1784056414.319946,1,147840,4064
1376.737576,1784056415.019912,1,147850,4064
1377.401732,1784056415.684069,1,147860,4064
1378.101567,1784056416.383903,1,147870,4064
1378.837717,1784056417.120054,1,147880,4064
1379.602160,1784056417.884497,1,147890,4064
1380.337532,1784056418.619868,1,147900,4064
1381.068859,1784056419.351195,1,147910,4064
1381.701918,1784056419.984254,1,147920,4064
1382.467436,1784056420.749773,1,147930,4064
1383.201240,1784056421.483576,1,147940,4064
1383.937466,1784056422.219802,1,147950,4064
1384.668168,1784056422.950504,1,147960,4064
1385.467669,1784056423.750005,1,147970,4064
1386.136398,1784056424.418734,1,147980,4064
1386.901242,1784056425.183579,1,147990,4064
1387.636399,1784056425.918735,1,148000,4064
1388.267238,1784056426.549574,1,148010,4064
1389.037020,1784056427.319356,1,148020,4064
1389.800656,1784056428.082992,1,148030,4064
1390.536981,1784056428.819317,1,148040,4064
1391.201152,1784056429.483489,1,148050,4064
1392.036148,1784056430.318484,1,148060,4064
1392.767008,1784056431.049345,1,148070,4064
1393.536206,1784056431.818542,1,148080,4064
1394.200170,1784056432.482506,1,148090,4064
1394.900900,1784056433.183236,1,148100,4064
1395.701213,1784056433.983549,1,148110,4064
