layout_id,group_rank,score_group,capture_id,source_group,solver_version,solver_family,layout_variant,final_score,eval_score,geometry_score,split_stability_score,score_confidence,score_basis,top_reason,eval_autopos_rms_mm,eval_autopos_p95_mm,eval_static_p95_mm,eval_roto_abs_deltaR_p95_mm,eval_roto_turn_center_p95_mm,extra_split_align_rms_mm,xy_hull_coverage_ratio,nearest_neighbor_min_mm,z_span_mm,risk_flags,source_path
c5d2c7a4673b4533,2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v2,v2,us_height,9.336334,1.214,49.949,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=82.2mm,82.2054897,173.647997,,,,,0.9507381857193888,1544.8747793384719,2304.2385691971076,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json
6b01d25e57bd2355,3,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,v3-lite,default,10.281270,0.000,38.321,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm|risk_flag_count,autopos_rms=81.9mm; risk=unexpected_layer_order,81.8995833,170.727684,,,,,0.9503100538715458,1545.3734325593377,2331.8582506744906,unexpected_layer_order,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json
aad717661a728eef,1,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,v3-lite,default,8.450626,0.000,31.498,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm|risk_flag_count,autopos_rms=66.6mm; risk=unexpected_layer_order,66.5852527,130.066197,,,,,0.9470462387222807,1517.7769350705073,2064.972072048075,unexpected_layer_order,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json
15baddb603d871a2,2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v2,v2,default,8.997581,0.618,31.851,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm|risk_flag_count,autopos_rms=66.9mm; risk=unexpected_layer_order,66.8909189,130.109247,,,,,0.9472381576226424,1514.8826133469904,2055.958925507122,unexpected_layer_order,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json
d301a2d612bc1d18,3,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,v4-io,default,41.358254,37.949,50.655,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm|risk_flag_count,autopos_rms=84.5mm; risk=unexpected_layer_order,84.4914404,136.48989,,,,,0.9410697727360309,1482.177764461073,1718.2472207571523,unexpected_layer_order,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
bda2d0e51cf32bc2,1,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v2,v2,us_height,13.628004,14.878,7.377,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=48.9mm,48.8849626,94.9187819,,,,,0.8645172351023113,1449.2442411764239,2223.5255362753464,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json
959530dd2fe8fe5a,2,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-lite,v3-lite,us_height,14.067818,15.647,6.170,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=48.9mm,48.8749676,96.6084544,,,,,0.8647071153410233,1451.8155534283799,2229.5564713680733,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout_us_height.json
922a7045c2bcb065,3,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v2,v2,default,20.163350,14.878,46.589,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=48.9mm,48.8849626,94.9187819,,,,,0.8470676861760547,1449.2442411764239,2221.519291135483,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v2/layout.json
b5d368d15c9d301e,1,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v2,v2,us_height,2.564390,1.124,9.767,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=62.1mm,62.1041321,92.6212211,,,,,0.8042024191648347,1447.0920668338954,2138.1923097986355,,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json
1ce4bc0b1a8b43a9,2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,v3-lite,us_height,2.837600,1.503,9.510,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=62.4mm,62.4296342,93.2204067,,,,,0.8037758324330131,1449.2891757849043,2138.9473687076447,,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout_us_height.json
5484092f61ff25fc,3,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v2,v2,default,3.337773,1.124,14.407,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=62.1mm,62.1041321,92.6212211,,,,,0.7986962091175163,1447.0920668338952,2147.0184134420965,,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json
172b3b835dda9c0d,1,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS_3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,v3-lite,v3-lite,default,6.263329,3.246,21.350,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=57.4mm,57.3584534,88.2725996,,,,,0.7984011796484404,1437.269754271538,2121.008738602116,,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json
291c54b10f65d118,2,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS_3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,v2,v2,default,8.466189,4.147,30.061,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=58.5mm,58.5135883,88.9218624,,,,,0.7948401256851548,1427.964911334445,2119.4441172936667,,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check/v2/layout.json
e0b44fd5cac62866,3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS_3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,v4-io,v4-io,default,23.959806,22.433,31.594,,partial_evaluation,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=93.7mm,93.6642007,77.0363157,,,,,0.7976445027499385,1461.497156074472,1735.1207461687995,,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
a46dcba7a6dc6a8d,1,outdoor_20260513/FULL-COMPARE,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v3-lite,v3-lite,default,0.263039,,0.263,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9566723270156186,1437.1505743315051,1802.2660066282378,,outdoor_20260513/FULL-COMPARE/v3lite/layout.json
062a9b97a6d2468b,2,outdoor_20260513/FULL-COMPARE,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v2,v2,default,2.372405,,2.372,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9571044928303158,1435.2111102054596,1796.2518998692299,,outdoor_20260513/FULL-COMPARE/v2/layout.json
554f4e554b20b5b2,3,outdoor_20260513/FULL-COMPARE,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v1,v1,default,12.112796,,12.113,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9508905799094585,1428.372586208594,1783.4087950984672,,outdoor_20260513/FULL-COMPARE/v1/layout.json
21d850e593ebb432,1,outdoor_20260513/FULL-COMPARE-1000,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v4-io-roto,v4-io,default,22.606010,23.009,16.826,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=57.9mm; static_p95=71.9mm; roto_p95=45.4mm,57.9149191,134.073263,71.8738237,45.3576453,25.8968284,,0.9637196775020843,1436.6687835131777,1702.6650844708518,,outdoor_20260513/FULL-COMPARE-1000/v4-io-roto/layout.json
70c3a0630e953979,2,outdoor_20260513/FULL-COMPARE-1000,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v2,v2,default,28.104912,29.691,5.374,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=40.4mm; static_p95=71.0mm; roto_p95=50.7mm,40.4289375,80.3576021,71.042493,50.7005465,28.1273342,,0.9571044928303158,1435.2111102054596,1796.2518998692299,,outdoor_20260513/FULL-COMPARE-1000/v2/layout.json
4007f54f3d3bcdd3,3,outdoor_20260513/FULL-COMPARE-1000,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v3-lite,v3-lite,default,28.528452,30.242,3.970,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=40.8mm; static_p95=70.9mm; roto_p95=50.7mm,40.8239542,82.0058953,70.9136691,50.7465741,28.1313539,,0.9566723270156186,1437.1505743315051,1802.2660066282378,,outdoor_20260513/FULL-COMPARE-1000/v3-lite/layout.json
c855e34a218d0254,1,outdoor_20260513/FULL-COMPARE-500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v4-io-roto,v4-io,default,24.064608,24.581,16.667,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=56.9mm; static_p95=74.5mm; roto_p95=46.0mm,56.8891195,131.801438,74.4833828,46.0374134,27.4618199,,0.9643587665378028,1448.448536435969,1707.3462800505408,,outdoor_20260513/FULL-COMPARE-500/v4-io-roto/layout.json
b8d7b47c1daf30d4,2,outdoor_20260513/FULL-COMPARE-500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v2,v2,default,25.730263,26.846,9.736,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=40.6mm; static_p95=72.0mm; roto_p95=51.1mm,40.5636654,80.4547277,71.9501513,51.1028183,29.9711444,,0.9571383101831666,1436.614513743949,1801.0800360417404,,outdoor_20260513/FULL-COMPARE-500/v2/layout.json
a880c88dbf7036a1,3,outdoor_20260513/FULL-COMPARE-500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v3-lite,v3-lite,default,26.271791,27.512,8.493,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=41.0mm; static_p95=71.9mm; roto_p95=51.2mm,41.0286309,81.7864376,71.93879,51.1574338,29.9555164,,0.9563355527666056,1437.8042336769643,1809.7300499499447,,outdoor_20260513/FULL-COMPARE-500/v3-lite/layout.json
c154e86f58c62fcf,1,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-roto,v4-io,consensus,23.606640,25.909,17.762,3.238,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|extra_split_align_rms_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=57.5mm; static_p95=75.1mm; roto_p95=46.0mm; split_align=8.3mm,57.5332508,133.710201,75.0997429,46.0299342,27.5283005,8.29643506,0.9648779406579207,1445.2695537789164,1706.0507461480142,,outdoor_20260513/FULL-COMPARE-500+500/v4-io-roto/layout_consensus.json
53f9b6a2d65f0db4,2,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v2,v2,consensus,25.168206,28.489,11.123,0.000,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|extra_split_align_rms_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=40.4mm; static_p95=72.2mm; roto_p95=51.5mm; split_align=5.5mm,40.428759,80.4262351,72.2127969,51.4879919,30.2342975,5.45905609,0.9571811860149472,1435.2488822650087,1798.3952914162307,,outdoor_20260513/FULL-COMPARE-500+500/v2/layout_consensus.json
fb986c7dd6f2e63b,3,outdoor_20260513/FULL-COMPARE-500+500,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-roto,v4-io,first500,25.323378,25.909,16.928,,evaluation_matched,eval_autopos_rms_mm|eval_autopos_p95_mm|eval_static_p95_mm|eval_static_max_mm|eval_roto_deltaR_rms_mm|eval_roto_abs_deltaR_p95_mm|eval_roto_turn_center_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,autopos_rms=57.5mm; static_p95=75.1mm; roto_p95=46.0mm,57.5332508,133.710201,75.0997429,46.0299342,27.5283005,,0.9643587665378028,1448.448536435969,1707.3462800505408,,outdoor_20260513/FULL-COMPARE-500+500/v4-io-roto/layout_first500.json
175c6752d9dd2ac4,1,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v4-io-roto,v4-io,us_height,16.826026,,16.826,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9674605606671658,1436.6687835131775,1788.9588090081068,,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io-roto/layout_us_height.json
b2621c461433aed5,2,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v4-io-wand,v4-io,us_height,21.014825,,21.015,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9555309834498357,1430.961911156482,1899.7322513793551,,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io-wand/layout_us_height.json
2b64302132c7dbdf,3,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v3-lite,v3-lite,us_height,21.382006,,21.382,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9460640754925176,1437.1505743315051,1974.3637118892639,,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v3-lite/layout_us_height.json
bcd7d23aab9bdac7,1,outdoor_v4_20260504/FULL-COMPARE,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v3-full,v3-full,default,4.549898,,4.550,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9858057228203657,1447.5176330432744,2036.0529362857208,,outdoor_v4_20260504/FULL-COMPARE/v3full/layout.json
71be847711797af2,2,outdoor_v4_20260504/FULL-COMPARE,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v4,v4,default,36.594893,,36.595,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9819695304705826,1428.6730908855982,1872.4555990872154,,outdoor_v4_20260504/FULL-COMPARE/v4/layout.json
ee1b62b82f6517d2,3,outdoor_v4_20260504/FULL-COMPARE,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v3-lite,v3-lite,default,55.778904,,55.779,,geometry_only_low,xy_hull_coverage_ratio|nearest_neighbor_min_mm|z_span_mm,geometry-only score,,,,,,,0.9720670168821062,1473.7415225782609,1914.2057600891965,,outdoor_v4_20260504/FULL-COMPARE/v3lite/layout.json
