figure_path,figure_kind,phase,experiment_id,capture_id,tag,metric_context,baseline_id,comparison_id,notes
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_L2_I3_T11/X_A0_L2_I3_T11__R13__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_L2_I3_T11,R13,BSDC91,Opti/UWB/output top-view,B0,X_A0_L2_I3_T11,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_L2_I3_T11/X_A0_L2_I3_T11__R14__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_L2_I3_T11,R14,BS2DCE,Opti/UWB/output top-view,B0,X_A0_L2_I3_T11,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_L2_I3_T11/X_A0_L2_I3_T11__R14__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_L2_I3_T11,R14,BSDC91,Opti/UWB/output top-view,B0,X_A0_L2_I3_T11,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_L2_I3_T11/X_A0_L2_I3_T11__R15__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_L2_I3_T11,R15,BS2DCE,Opti/UWB/output top-view,B0,X_A0_L2_I3_T11,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_L2_I3_T11/X_A0_L2_I3_T11__R15__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_L2_I3_T11,R15,BSDC91,Opti/UWB/output top-view,B0,X_A0_L2_I3_T11,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_L2_I3_T11/X_A0_L2_I3_T11__R16__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_L2_I3_T11,R16,BS2DCE,Opti/UWB/output top-view,B0,X_A0_L2_I3_T11,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_L2_I3_T11/X_A0_L2_I3_T11__R16__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_L2_I3_T11,R16,BSDC91,Opti/UWB/output top-view,B0,X_A0_L2_I3_T11,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_L2_I3_T11/X_A0_L2_I3_T11__R17__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_L2_I3_T11,R17,BS2DCE,Opti/UWB/output top-view,B0,X_A0_L2_I3_T11,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_L2_I3_T11/X_A0_L2_I3_T11__R17__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_L2_I3_T11,R17,BSDC91,Opti/UWB/output top-view,B0,X_A0_L2_I3_T11,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R01__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R01,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R01__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R01,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R02__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R02,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R02__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R02,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R03__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R03,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R03__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R03,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R04__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R04,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R04__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R04,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R05__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R05,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R05__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R05,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R06__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R06,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R06__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R06,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R07__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R07,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R07__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R07,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R08__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R08,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R08__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R08,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R09__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R09,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R09__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R09,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R10__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R10,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R10__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R10,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R11__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R11,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R11__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R11,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R12__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R12,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R12__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R12,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R13__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R13,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R13__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R13,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R14__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R14,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R14__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R14,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R15__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R15,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R15__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R15,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R16__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R16,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R16__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R16,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R17__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R17,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L0_I0_T2/X_A0_U4_P0_L0_I0_T2__R17__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L0_I0_T2,R17,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L0_I0_T2,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R01__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R01,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R01__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R01,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R02__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R02,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R02__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R02,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R03__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R03,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R03__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R03,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R04__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R04,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R04__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R04,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R05__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R05,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R05__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R05,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R06__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R06,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R06__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R06,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R07__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R07,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R07__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R07,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R08__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R08,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R08__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R08,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R09__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R09,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R09__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R09,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R10__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R10,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R10__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R10,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R11__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R11,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R11__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R11,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R12__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R12,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R12__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R12,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R13__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R13,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R13__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R13,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R14__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R14,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R14__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R14,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R15__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R15,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R15__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R15,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R16__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R16,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R16__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R16,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R17__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R17,BS2DCE,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_U4_P0_L2_I3_T3/X_A0_U4_P0_L2_I3_T3__R17__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_U4_P0_L2_I3_T3,R17,BSDC91,Opti/UWB/output top-view,B0,X_A0_U4_P0_L2_I3_T3,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R01__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R01,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R01__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R01,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R02__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R02,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R02__BSDC91__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R02,BSDC91,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
runs/phase1_vertical_slice/20260604T161344Z/figs/full/X_A0_R2_L0_I0_T6/X_A0_R2_L0_I0_T6__R03__BS2DCE__xz.png,trajectory_xz_overlay,phase1,X_A0_R2_L0_I0_T6,R03,BS2DCE,Opti/UWB/output top-view,B0,X_A0_R2_L0_I0_T6,full per-track PNG
