metric,version,eval_set,stat,point,ci_low,ci_high,unit,n_values,n_boot,method,source
layout_rigid_horizontal_error,v3-lite,all8,rms,108.81021882957894,78.57161444151622,136.76032167325087,mm,8,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/layout_abs_errors_all8.csv
layout_rigid_vertical_error,v3-lite,all8,rms,82.58381476260922,62.56166954242115,100.13880611865902,mm,8,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/layout_abs_errors_all8.csv
layout_rigid_3d_error,v4-io,all8,rms,105.41990950811795,80.01860504827351,134.9415057981888,mm,8,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/layout_abs_errors_all8.csv
layout_rigid_horizontal_error,v4-io,all8,rms,86.8417092338188,51.57572043016338,121.00447353036928,mm,8,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/layout_abs_errors_all8.csv
layout_rigid_vertical_error,v4-io,all8,rms,59.765164251833596,45.88149931528876,71.63505435370756,mm,8,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/layout_abs_errors_all8.csv
layout_pair_residual,v1-old,all1000,rms,85.2463578425899,60.47946452593902,107.48041142076463,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v1-old,all1000,p95,182.22076061099773,91.5245414689066,192.3260979234135,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v1-old,solve,rms,85.2463578425899,60.60644809149991,107.8742233524841,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v1-old,solve,p95,182.22076061099773,91.5245414689066,192.3260979234135,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v2,all1000,rms,52.35793269222219,43.13024293915125,60.93751256407201,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v2,all1000,p95,87.23606188418795,65.54619738203564,98.26143377924836,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v2,solve,rms,52.35793269222219,43.046511555227234,60.92411631946252,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v2,solve,p95,87.23606188418795,65.54619738203564,98.26143377924836,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v3-full,all1000,rms,102.49657601163851,35.058683110327884,152.78420607960138,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v3-full,all1000,p95,258.59489870056893,65.11289090850758,370.0316968586064,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v3-full,solve,rms,102.49657601163851,35.133596139691306,152.9771147825838,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v3-full,solve,p95,258.59489870056893,57.264783757855184,370.0316968586064,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v3-lite,all1000,rms,52.29109680475433,42.880018139056574,60.96712220318145,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v3-lite,all1000,p95,87.90975655994782,65.84012338581442,98.89625859365152,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v3-lite,solve,rms,52.29109680475433,42.91696583138448,61.05678845877754,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v3-lite,solve,p95,87.90975655994782,65.84012338581442,98.89625859365152,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v4-io,all1000,rms,48.168758821052705,28.635287851543534,65.2017383657562,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v4-io,all1000,p95,108.78846050661647,38.43620291579055,141.72779945142702,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v4-io,solve,rms,48.168758821052705,28.598971427365125,65.14112611702252,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v4-io,solve,p95,108.78846050661647,38.43620291579055,141.72779945142702,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
static_radial_p95,v1-old,all_static_sessions,median,116.60600157030899,93.93951564479552,123.78830778024488,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_D3_std,v1-old,all_static_sessions,median,62.90848464100333,56.99314743330027,70.03897872745203,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_radial_p95,v2,all_static_sessions,median,112.93751155377603,86.02735602650542,123.64122579992522,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_D3_std,v2,all_static_sessions,median,61.72376751975852,49.42581711325082,65.48891295454588,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_radial_p95,v3-full,all_static_sessions,median,113.70291973755675,95.35732717378563,136.53621954011274,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_D3_std,v3-full,all_static_sessions,median,64.30244496121148,51.65987818692612,72.53659758183086,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_radial_p95,v3-lite,all_static_sessions,median,113.26689429030243,86.35854476192904,124.28730691971816,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_D3_std,v3-lite,all_static_sessions,median,61.929379411895184,49.36793874526656,65.79973277201802,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_radial_p95,v4-io,all_static_sessions,median,105.11827737315792,91.79708064770448,128.86793089145365,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_D3_std,v4-io,all_static_sessions,median,58.603243414574436,52.06315278337177,67.98271538354726,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
tag_absolute_3d_error,v1-old,all8,median,157.40234329476465,101.53715115310696,213.430954999461,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v1-old,all8,p95,326.14966583343823,238.17588899659148,407.2663948342433,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v1-old,all8,median,139.80614399695287,84.38050423930804,206.0958886167925,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v2,all8,median,81.13460329414812,68.81695391147682,139.65185998767294,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v2,all8,p95,248.02407163922993,149.85682736345174,372.5090230797823,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v2,all8,median,73.9743679648144,44.08103980951091,112.83663955243104,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v3-full,all8,median,120.60450688340441,88.95798680326021,168.9596275206498,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v3-full,all8,p95,293.7794627311122,184.78311142218223,357.61298808179345,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v3-full,all8,median,113.66056336900604,62.83693738049829,159.0027139579929,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v3-lite,all8,median,81.82464638448295,69.80959686339122,138.90461572366934,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v3-lite,all8,p95,248.462740065971,149.4178830824363,372.8368811409675,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v3-lite,all8,median,74.56152306114006,44.85333489894174,113.0006158065812,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v4-io,all8,median,73.96289045329976,59.89859134492416,143.1958137946358,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v4-io,all8,p95,282.12949495641834,152.37961378293443,359.61906242977136,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v4-io,all8,median,65.3185860074235,40.15585924965778,122.41115165818746,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_abs_errors_per_session.csv
tag_raw_replay_3d_error,v1-old,T1/all8,median,157.9065382482608,103.70307150445376,205.5836568836321,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_3d_error,v1-old,T1/all8,p95,327.7662049924318,238.6157906540487,412.2109753428258,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_vertical_error,v1-old,T1/all8,median,140.5053761659069,84.45135604543589,200.5765686115235,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_repeatability_d3,v1-old,T1/all8,median,63.037464879098266,55.33120266241565,70.3688754102621,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_3d_error,v1-old,T2/all8,median,157.54042823595933,103.69435945282412,214.05813606162502,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_3d_error,v1-old,T2/all8,p95,327.6599839402525,238.6872079327545,412.72261228303984,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_vertical_error,v1-old,T2/all8,median,140.80981836076694,85.15693293136087,199.15912240298096,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_repeatability_d3,v1-old,T2/all8,median,62.85817666612623,56.88828162623503,69.24441093344156,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_3d_error,v1-old,T3/all8,median,121.62909508848006,95.7936769243542,179.75115340241564,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_3d_error,v1-old,T3/all8,p95,318.7330831661761,202.2831872718114,337.79688036299734,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_vertical_error,v1-old,T3/all8,median,96.51172187687064,74.7803123978727,162.57060994236684,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_repeatability_d3,v1-old,T3/all8,median,64.45682832770855,50.31456665961836,70.12616657902342,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_3d_error,v1-old,T4/all8,median,132.94628338061534,101.14213088051423,180.93870477868606,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_3d_error,v1-old,T4/all8,p95,236.7650412737068,197.538167913806,321.8954297769793,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_vertical_error,v1-old,T4/all8,median,120.81352007782996,78.68629497568031,168.68700899825876,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_repeatability_d3,v1-old,T4/all8,median,68.00019629367785,59.23504416763575,85.25899705799621,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_3d_error,v2,T1/all8,median,81.58399405513643,67.79404199177063,142.59815975364,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_3d_error,v2,T1/all8,p95,247.48140660665908,145.02933558559056,373.68110649694927,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_vertical_error,v2,T1/all8,median,74.04672919472546,44.73798146866752,113.1409575458747,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_repeatability_d3,v2,T1/all8,median,61.88953842442238,49.42419190127784,65.85044210328,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_3d_error,v2,T2/all8,median,81.16658813937607,67.42343766195131,141.99562275749838,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_3d_error,v2,T2/all8,p95,246.42223869878816,143.4202721028733,373.7066333453144,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_vertical_error,v2,T2/all8,median,73.34951099521425,41.69219442624379,112.947461070273,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_repeatability_d3,v2,T2/all8,median,61.77174039600267,50.031571863335394,67.308013873469,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
tag_raw_replay_3d_error,v2,T3/all8,median,73.99061023337329,47.02198640565392,105.9970606353091,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/tables/tag_raw_replay_abs_errors_per_session.csv
