method,tag_method,layout,keep_k,repeat,roto_tracks_ok,solved_total,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
T3_CUDA_REPLAY,T3,v3-lite,7,94,34,40811,21.39964773199364,35.32754385409511,99.09211005453396,546.1501039422221,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,95,34,40811,21.477030099863615,38.529613527676396,100.63481776012188,544.821914223056,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,96,34,40811,21.223666645074054,37.97956583406131,99.32073853155642,545.774463125309,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,97,34,40811,22.440993809495758,36.30045737225302,99.12062414596076,544.2241500204027,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,98,34,40811,20.764198775795812,37.26826325739317,98.51190893853172,547.3659213444054,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,99,34,40811,20.61784874615202,33.451648372724726,100.27238179052873,546.5753623676751,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,100,34,40811,22.313317484946477,39.45627878408563,98.56314827882676,547.4508630040117,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,101,34,40811,22.607108007514668,36.42430767771552,98.80151948343723,546.4229572004092,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,102,34,40811,21.294781431217665,35.98419980931608,98.78153272497326,545.93591075166,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,103,34,40811,20.697185822234324,32.8530103114105,98.33327052955023,545.680013328059,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,104,34,40811,21.73303682050619,35.984785923403535,98.77226909164034,547.2673301697354,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,105,34,40811,21.472785511163977,36.0652052636585,98.59578496690962,547.2060546540429,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,106,34,40811,21.492185711644368,37.621331192978445,98.31303335208281,545.6919492428643,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,107,34,40811,21.64523111822788,37.29461663433657,99.90161868727498,547.9075450966507,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,108,34,40811,20.91528067067116,32.51661715397306,100.63402202273184,548.6177338378825,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,109,34,40811,22.73803366526821,39.52745667493892,99.50836461198126,546.0450031536982,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,110,34,40811,23.082050086734206,38.401350014241174,98.02554095472348,547.955276433692,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,111,34,40811,21.025620462010014,35.60166564253848,98.89918388777363,546.201497306171,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,112,34,40811,21.832472820301476,37.87030244951512,99.91727826622865,544.7695623411844,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,113,34,40811,22.107306302600815,36.070181502149566,98.8670043419109,546.4475983448297,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,114,34,40811,22.319149362895793,41.292084111228405,99.54314411349462,544.7992547479565,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,115,34,40811,20.473340017662117,33.97339161523354,98.78291917465017,546.80325893553,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,116,34,40811,21.44496686374792,34.051932139248535,99.373324034127,545.609819591994,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,117,34,40811,20.964751155931587,37.4662763471307,96.73906074893925,546.1132715731137,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,118,34,40811,20.404359634765225,36.01499243507678,99.07738296921693,546.1385871241981,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,119,34,40811,21.73927466779032,37.81012864058587,101.13678596053006,544.9978823284323,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,120,34,40811,22.160183643192497,37.503483008141444,98.5962599792322,545.593578531169,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,121,34,40811,21.437584510501896,35.92485434171827,99.35522125389919,547.2143235822996,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,122,34,40811,22.397450198256312,38.06608174401218,99.51366962511929,547.3660402559433,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,123,34,40811,21.152243641209004,37.01171455564996,99.15143434988042,546.9496463721781,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,124,34,40811,20.94520477001965,38.116905023674974,98.95115722585183,546.558783939211,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,125,34,40811,21.045934033990427,35.45842160037144,99.65259303347779,544.6576110233498,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,126,34,40811,22.38984003595383,37.78592453818263,99.75830822997875,546.9618142654658,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,127,34,40811,22.431419154988053,34.30107044588455,100.13880852924325,545.4250832508801,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,128,34,40811,23.605428401689693,37.5965319115375,100.02755103365597,545.9165263611158,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,129,34,40811,20.615473204472337,34.158019311763574,98.12460301534121,544.5910270684408,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,130,34,40811,20.250978789640776,35.21657257781196,98.96825745256137,547.0866483453154,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,131,34,40811,22.003506729696564,35.632317320373645,98.41481402737557,546.3181039487895,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,132,34,40811,21.54135469865347,36.03750924735985,98.96317005498716,545.8065249605313,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,133,34,40811,20.9720517384239,34.58654468289235,99.58142210387987,547.8648109589792,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,134,34,40811,21.36843123718365,35.01009752444811,99.77393768330158,547.170857457058,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,135,34,40811,22.827226551538587,39.763402068975005,98.33721061456963,543.7834898800627,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,136,34,40811,20.468185734741738,35.42814496689162,98.4643415347254,547.1937381901378,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,137,34,40811,22.711924380679612,36.28899286443965,99.94776331440977,546.2466638797389,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,138,34,40811,22.53050355801212,37.049963987015744,100.0959597403468,547.2019004788345,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,139,34,40811,21.502942669833622,36.247692615322144,99.57596035719013,545.2517376423843,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,140,34,40811,22.02072291110302,37.0314342864989,98.63336643991275,548.0273270705641,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,141,34,40811,20.47950425906767,34.40972706872749,98.27116398307211,547.5058152469286,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,142,34,40811,22.15780491112991,37.19837993959565,99.59276670484687,545.4962407394372,23.5
T3_CUDA_REPLAY,T3,v3-lite,7,143,34,40811,21.481726332325376,35.241687668610524,96.2327178890973,546.9568893384562,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,144,34,40811,22.251784408505237,37.656096139408135,99.62097524634643,547.0497160752665,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,145,34,40811,22.448661504455135,38.458224197762014,97.8921770758003,546.9647159576512,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,146,34,40811,21.087564796784598,33.351536981117896,100.30944864815564,547.7542474952581,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,147,34,40811,20.33913080957383,35.09901970743461,97.93554885371549,547.2011856459939,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,148,34,40811,22.093859291871578,37.654258259094604,100.86752442012877,544.6181942037429,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,149,34,40811,20.004036510879203,34.094159040877514,100.29409421621526,547.9768680679038,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,150,34,40811,22.186046721139633,40.23584007128065,98.7950705288154,546.0067452683652,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,151,34,40811,21.508300276844267,36.310953733335836,97.67122296581309,548.3521025861228,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,152,34,40811,21.609884243916724,36.431176095556495,99.35821675309401,547.4246864224142,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,153,34,40811,22.16751373562963,37.07975291113023,100.15338998046502,547.1466239924061,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,154,34,40811,21.702229945647225,36.28626976100091,98.63656754187815,545.3809471576807,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,155,34,40811,21.444654341796934,39.03069277513635,98.49029831916246,546.885747275127,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,156,34,40811,20.95052474677611,35.02838563275367,97.9859454734202,547.0119514069668,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,157,34,40811,20.975901706024572,34.34367099939503,99.25976314555646,547.9293520568933,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,158,34,40811,21.392696811071207,38.382112103723195,99.2515161881316,544.465991608746,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,159,34,40811,21.538849166729335,37.16425490067337,99.77174845490154,545.8361709490972,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,160,34,40811,21.386250733307815,36.61953494728635,99.37794168194466,545.9352538170041,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,161,34,40811,21.02414972221021,36.29540386726889,98.09874204856109,547.1904077756376,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,162,34,40811,21.63445156678113,36.35444081939354,99.3740583205603,547.4200830710238,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,163,34,40811,21.656249568253912,34.787027038775946,99.32771868830116,548.3752464031757,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,164,34,40811,22.093246124429506,39.47479196554417,99.27843564043866,544.6092453096488,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,165,34,40811,20.379629482186054,32.75259168184885,97.54762318572672,543.970842535096,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,166,34,40811,22.22285515391636,36.325972742116576,99.25481833262515,546.2861130044218,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,167,34,40811,20.88221535104936,38.916080783636744,99.74222378936639,548.8784459095095,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,168,34,40811,22.43255295571768,37.1466954238869,98.25683708954779,547.358969923114,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,169,34,40811,22.4484405403711,35.4387357106787,99.93676283411696,545.4958937007443,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,170,34,40811,21.2012603996982,37.05433063292483,98.64781681255224,545.5154964250123,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,171,34,40811,23.772145399652857,41.671250652896774,98.89227372592451,545.3386595780021,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,172,34,40811,22.64534414362442,35.471157124505794,99.62504835825021,546.3123108529055,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,173,34,40811,21.026394843131694,34.85701555850348,98.82119428781223,547.926774871212,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,174,34,40811,22.137333583294343,38.24207996912027,98.6127606598366,546.5767040174976,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,175,34,40811,21.542332161493785,37.89849969050884,98.86298161627472,545.6808160176558,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,176,34,40811,21.45419008354332,36.98898787409098,98.58137396190847,547.3266562479282,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,177,34,40811,21.565116587297236,34.872815126662225,96.05178295857067,546.8479013517338,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,178,34,40811,21.33066056428663,35.92668936101861,99.85454739662188,546.4658360324844,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,179,34,40811,21.007978079197528,34.555349683603566,100.64874726092557,546.0424843883748,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,180,34,40811,22.696799660106265,37.08496366662818,99.69501350263246,546.8213524251423,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,181,34,40811,20.9079562093691,34.76561788157207,100.30489704585106,545.6404220878228,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,182,34,40811,21.710808162839946,37.42303387967493,99.35809696199914,545.1618447275805,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,183,34,40811,21.652166098250376,35.32347242933814,98.11874474498902,544.9357260623483,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,184,34,40811,22.05912121024663,38.12706257128616,100.63020758889863,548.2638181417217,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,185,34,40811,21.082614239187933,34.49889480589172,96.13119992136686,547.8952104469788,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,186,34,40811,21.951968355238165,36.3505667908799,98.5060049684939,545.9366169254085,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,187,34,40811,21.76264469183021,38.1835808881866,100.07769463782932,544.9737956083565,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,188,34,40811,20.863887576658826,35.634292019648655,97.51173473042643,546.3243021340515,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,189,34,40811,22.733815577181616,37.82898720121933,99.18961600574619,547.8800071066203,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,190,34,40811,21.548563281499458,35.9472912088245,98.44949884272157,546.4609484647839,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,191,34,40811,21.647292404988626,38.96922148268165,98.13319962612515,544.965928956896,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,192,34,40811,20.761714330082558,36.39082361933684,98.18428903748132,545.0030753516542,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,193,34,40811,22.75583267163546,38.10530978248947,99.04376445997767,545.2174560117253,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,194,34,40811,22.05331451768435,36.6448786397236,99.7447158072062,545.8471194281627,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,195,34,40811,21.665391322446553,35.301102085475904,98.33259532079161,547.1136410135582,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,196,34,40811,21.78489098790051,36.176225302564205,98.49387689264933,547.2176868451985,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,197,34,40811,21.656507865906953,38.683780443703725,99.17542950232992,547.6520191772512,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,198,34,40811,21.797154214176793,37.33950171963082,98.20681234926673,546.4158924203454,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,199,34,40811,21.78988413117662,37.438294501440666,99.93387083719443,545.5929406348282,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,200,34,40811,21.07101763494267,36.27073730269467,99.37107364727282,544.9285481146749,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,201,34,40811,22.11384288886773,38.8136641047072,100.80895763981702,546.3900945004289,23.0
