method,tag_method,layout,keep_k,repeat,captures_ok,solved_total,x_std_mm_median,y_std_mm_median,z_std_mm_median,d3_std_mm_median,d3_std_mm_p95,residual_rms_median_mm,residual_rms_p95_mm
T1_CUDA_REPLAY,T1,v3-lite,7,115,24,28818,33.05449676513672,38.7856330871582,75.65766906738281,92.22067260742188,157.37484436035152,83.49867630004883,161.86041259765625
T1_CUDA_REPLAY,T1,v3-lite,7,116,24,28818,33.23557090759277,38.448028564453125,75.82274627685547,94.5256576538086,157.16604003906244,83.42667388916016,161.27928161621094
T1_CUDA_REPLAY,T1,v3-lite,7,117,24,28818,33.13124942779541,39.65005874633789,75.08939743041992,93.71578216552734,161.4220466613769,83.49364471435547,160.7497787475586
T1_CUDA_REPLAY,T1,v3-lite,7,118,24,28818,32.01864051818848,39.012460708618164,76.35160446166992,92.92624282836914,156.8658828735351,83.88044357299805,162.2456283569336
T1_CUDA_REPLAY,T1,v3-lite,7,119,24,28818,31.74125099182129,38.66114807128906,75.71112823486328,90.61487197875977,160.64448852539056,83.74050903320312,163.80816650390625
T1_CUDA_REPLAY,T1,v3-lite,7,120,24,28818,32.10531806945801,38.45554161071777,77.41166687011719,93.59748077392578,160.37078933715816,83.25259399414062,159.3099136352539
T1_CUDA_REPLAY,T1,v3-lite,7,121,24,28818,33.20871543884277,38.85405158996582,76.44295501708984,92.11749267578125,157.59792327880854,83.81525039672852,162.03697204589844
T1_CUDA_REPLAY,T1,v3-lite,7,122,24,28818,33.06248092651367,39.196542739868164,74.87435150146484,92.66193771362305,156.30077972412104,84.25366592407227,163.65476989746094
T1_CUDA_REPLAY,T1,v3-lite,7,123,24,28818,32.42584419250488,39.34335517883301,76.36283493041992,93.31631088256836,157.09046173095697,84.18292617797852,161.49993133544922
T1_CUDA_REPLAY,T1,v3-lite,7,124,24,28818,32.53355884552002,38.308311462402344,76.42596817016602,92.39352416992188,160.80433120727534,83.20304870605469,164.99757385253906
T1_CUDA_REPLAY,T1,v3-lite,7,125,24,28818,33.383033752441406,38.45917320251465,76.46260452270508,93.11651229858398,157.74341430664057,83.6526985168457,162.38272094726562
T1_CUDA_REPLAY,T1,v3-lite,7,126,24,28818,33.722084045410156,38.94004821777344,75.84263610839844,93.1461067199707,157.49115600585932,84.03467559814453,164.1709747314453
T1_CUDA_REPLAY,T1,v3-lite,7,127,24,28818,32.94288730621338,38.94280242919922,75.93131256103516,93.8797836303711,159.28266983032222,83.76281356811523,163.20536041259766
T1_CUDA_REPLAY,T1,v3-lite,7,128,24,28818,33.23444747924805,38.79768371582031,76.70726013183594,92.95194244384766,156.5455299377441,84.11992645263672,163.5171661376953
T1_CUDA_REPLAY,T1,v3-lite,7,129,24,28818,32.21012306213379,39.25884246826172,76.14695739746094,93.07522964477539,158.30312271118157,83.60208511352539,162.0583724975586
T1_CUDA_REPLAY,T1,v3-lite,7,130,24,28818,33.608699798583984,38.407066345214844,76.77520751953125,95.16986083984375,158.35138320922846,83.72713851928711,163.26721954345703
T1_CUDA_REPLAY,T1,v3-lite,7,131,24,28818,33.0975399017334,39.08772850036621,75.16870880126953,93.58357620239258,158.09890594482417,83.21722030639648,162.783447265625
T1_CUDA_REPLAY,T1,v3-lite,7,132,24,28818,32.247883796691895,38.161685943603516,76.61711120605469,94.18142318725586,159.71243438720697,84.03590774536133,163.5870132446289
T1_CUDA_REPLAY,T1,v3-lite,7,133,24,28818,33.564576148986816,39.664140701293945,75.77609634399414,93.4906234741211,158.246369934082,83.93787002563477,158.59058380126953
T1_CUDA_REPLAY,T1,v3-lite,7,134,24,28818,33.122986793518066,38.94904327392578,75.70455169677734,93.37420654296875,155.83503799438472,83.45454788208008,164.29794311523438
T1_CUDA_REPLAY,T1,v3-lite,7,135,24,28818,33.16527080535889,38.287458419799805,77.1083869934082,93.07061386108398,158.15133209228512,83.1902847290039,160.10671997070312
T1_CUDA_REPLAY,T1,v3-lite,7,136,24,28818,32.3994026184082,38.852821350097656,76.1198844909668,91.70368957519531,159.27131881713862,83.84962844848633,159.1546630859375
T1_CUDA_REPLAY,T1,v3-lite,7,137,24,28818,33.67781925201416,38.51905059814453,76.30374145507812,94.08942413330078,159.87438278198238,84.02048110961914,166.28526306152344
T1_CUDA_REPLAY,T1,v3-lite,7,138,24,28818,33.13156318664551,39.765132904052734,75.64572143554688,92.7007942199707,156.62168731689448,83.91180801391602,159.97223663330078
T1_CUDA_REPLAY,T1,v3-lite,7,139,24,28818,32.53847885131836,39.449153900146484,77.1706657409668,95.99650955200195,156.82935028076167,82.96969604492188,161.78109741210938
T1_CUDA_REPLAY,T1,v3-lite,7,140,24,28818,33.2971887588501,39.465660095214844,74.90595245361328,93.76371383666992,161.22277297973628,83.2971420288086,163.03579711914062
T1_CUDA_REPLAY,T1,v3-lite,7,141,24,28818,33.07979202270508,39.40509796142578,76.67871475219727,92.4241714477539,159.52946014404293,84.02367401123047,162.8878631591797
T1_CUDA_REPLAY,T1,v3-lite,7,142,24,28818,33.13135528564453,38.3169002532959,75.88026809692383,93.11347961425781,158.41159515380855,84.71630477905273,164.13345336914062
T1_CUDA_REPLAY,T1,v3-lite,7,143,24,28818,32.76182174682617,38.63572692871094,75.51354217529297,92.05608367919922,155.9308441162109,83.70589447021484,162.42967224121094
T1_CUDA_REPLAY,T1,v3-lite,7,144,24,28818,32.49254322052002,38.829383850097656,74.99899291992188,93.47959518432617,158.87739410400386,83.5073471069336,158.52039337158203
T1_CUDA_REPLAY,T1,v3-lite,7,145,24,28818,32.307148933410645,38.2043571472168,75.99702453613281,92.07215118408203,160.5819755554199,83.69819259643555,161.75865173339844
T1_CUDA_REPLAY,T1,v3-lite,7,146,24,28818,32.79221725463867,38.2560920715332,76.22470474243164,93.71669387817383,159.81128234863274,83.9295768737793,161.50233459472656
T1_CUDA_REPLAY,T1,v3-lite,7,147,24,28818,32.73153209686279,39.433706283569336,75.9173698425293,93.26217269897461,156.6923301696777,83.38056182861328,159.8990020751953
T1_CUDA_REPLAY,T1,v3-lite,7,148,24,28818,32.82454776763916,39.35199737548828,75.5770149230957,92.7306137084961,156.27686462402337,84.17392349243164,158.0093536376953
T1_CUDA_REPLAY,T1,v3-lite,7,149,24,28818,32.783273696899414,38.50490951538086,76.57681655883789,94.21649169921875,156.80955123901362,83.58806610107422,162.83860778808594
T1_CUDA_REPLAY,T1,v3-lite,7,150,24,28818,33.87838363647461,39.157142639160156,77.21306228637695,94.10086059570312,158.23406906127926,83.20014190673828,160.96067810058594
T1_CUDA_REPLAY,T1,v3-lite,7,151,24,28818,33.17686176300049,39.16490364074707,75.3799057006836,93.04390335083008,159.1252952575683,83.42657852172852,161.39349365234375
T1_CUDA_REPLAY,T1,v3-lite,7,152,24,28818,33.33611011505127,38.7502384185791,75.57965087890625,93.36471557617188,159.30742874145503,83.91741943359375,160.0124969482422
T1_CUDA_REPLAY,T1,v3-lite,7,153,24,28818,33.04642105102539,38.15506553649902,74.19961547851562,92.71608352661133,158.80220184326168,83.55864715576172,163.56336975097656
T1_CUDA_REPLAY,T1,v3-lite,7,154,24,28818,32.71516036987305,39.028303146362305,75.80271911621094,93.59352111816406,157.5997322082519,83.7276382446289,163.00743103027344
