accepted,reason,nearest_angle_deg,start,end,duration_s,samples,stability_final,decision_count,set,pose,requested_token
True,STABLE_AND_DISTINCT,28.89469370923988,"{'name': 'TRAINING_POSE_11_TOKEN_ACCEPTED', 'wall': '2026-08-12T23:24:25.322+02:00', 'monotonic': 33542.309582154, 'raw_byte_offset': 6890853, 'decoded_record_index': 44280, 'consumed_record_index': 44280}","{'name': 'TRAINING_POSE_11_ACCEPT', 'wall': '2026-08-12T23:24:45.089+02:00', 'monotonic': 33562.077272632, 'raw_byte_offset': 7018835, 'decoded_record_index': 45104, 'consumed_record_index': 45104}",20.04955169299501,4010,"{'samples': 200, 'accel_norm_std_g': 0.0007332726114910485, 'gyro_centered_rms_dps': 0.05676597667766807, 'gyro_axis_std_max_dps': 0.039223102388864, 'gravity_direction_p95_deg': 0.08770355652534849, 'stable': True, 'raw_accel_norm_std_g': 0.0006384218967147487, 'accel_norm_robust_sigma_g': 0.0007332726114910485, 'raw_transient_candidate_count': 0, 'maximum_consecutive_raw_transient_samples': 0, 'stationarity_accel_statistic': '1.4826x_MAD_RETAIN_ALL_RAW_SAMPLES', 'monotonic': 33562.061430277, 'phase': 'TRAINING_POSE_11', 'continuous_stable_s': 20.04955169299501, 'sequence_or_time_fault': False}",829,TRAINING,11,POSE_11_READY
True,STABLE_AND_DISTINCT,30.120869666512444,"{'name': 'TRAINING_POSE_12_TOKEN_ACCEPTED', 'wall': '2026-08-12T23:25:31.874+02:00', 'monotonic': 33608.861924921, 'raw_byte_offset': 7320801, 'decoded_record_index': 47047, 'consumed_record_index': 47047}","{'name': 'TRAINING_POSE_12_ACCEPT', 'wall': '2026-08-12T23:25:51.688+02:00', 'monotonic': 33628.675781256, 'raw_byte_offset': 7449169, 'decoded_record_index': 47873, 'consumed_record_index': 47863}",20.038270539000223,4010,"{'samples': 210, 'accel_norm_std_g': 0.0008007242117646407, 'gyro_centered_rms_dps': 0.06429073248557332, 'gyro_axis_std_max_dps': 0.04153662129127097, 'gravity_direction_p95_deg': 0.08566012257561609, 'stable': True, 'raw_accel_norm_std_g': 0.0006950339541874202, 'accel_norm_robust_sigma_g': 0.0008007242117646407, 'raw_transient_candidate_count': 0, 'maximum_consecutive_raw_transient_samples': 0, 'stationarity_accel_statistic': '1.4826x_MAD_RETAIN_ALL_RAW_SAMPLES', 'monotonic': 33628.657815759, 'phase': 'TRAINING_POSE_12', 'continuous_stable_s': 20.038270539000223, 'sequence_or_time_fault': False}",816,TRAINING,12,POSE_12_READY
True,STABLE_AND_DISTINCT,21.161137943891674,"{'name': 'TRAINING_POSE_13_TOKEN_ACCEPTED', 'wall': '2026-08-12T23:26:47.626+02:00', 'monotonic': 33684.61436176, 'raw_byte_offset': 7809732, 'decoded_record_index': 50185, 'consumed_record_index': 50185}","{'name': 'TRAINING_POSE_13_ACCEPT', 'wall': '2026-08-12T23:27:07.295+02:00', 'monotonic': 33704.283428054, 'raw_byte_offset': 7937265, 'decoded_record_index': 51007, 'consumed_record_index': 51007}",20.001746868001646,4010,"{'samples': 200, 'accel_norm_std_g': 0.000834610764213749, 'gyro_centered_rms_dps': 0.06209408553886659, 'gyro_axis_std_max_dps': 0.03921360354453052, 'gravity_direction_p95_deg': 0.12364871821098326, 'stable': True, 'raw_accel_norm_std_g': 0.0010356901787034098, 'accel_norm_robust_sigma_g': 0.000834610764213749, 'raw_transient_candidate_count': 0, 'maximum_consecutive_raw_transient_samples': 0, 'stationarity_accel_statistic': '1.4826x_MAD_RETAIN_ALL_RAW_SAMPLES', 'monotonic': 33704.265711271, 'phase': 'TRAINING_POSE_13', 'continuous_stable_s': 20.001746868001646, 'sequence_or_time_fault': False}",822,TRAINING,13,POSE_13_READY
True,STABLE_AND_DISTINCT,26.13862709971327,"{'name': 'TRAINING_POSE_14_TOKEN_ACCEPTED', 'wall': '2026-08-12T23:28:20.328+02:00', 'monotonic': 33777.31616845, 'raw_byte_offset': 8409306, 'decoded_record_index': 54041, 'consumed_record_index': 54041}","{'name': 'TRAINING_POSE_14_ACCEPT', 'wall': '2026-08-12T23:28:40.104+02:00', 'monotonic': 33797.091608, 'raw_byte_offset': 8537288, 'decoded_record_index': 54865, 'consumed_record_index': 54865}",20.000062735998654,3990,"{'samples': 210, 'accel_norm_std_g': 0.000658370028464586, 'gyro_centered_rms_dps': 0.06074381732520988, 'gyro_axis_std_max_dps': 0.03995266061532644, 'gravity_direction_p95_deg': 0.0831081719993975, 'stable': True, 'raw_accel_norm_std_g': 0.0006139176443918188, 'accel_norm_robust_sigma_g': 0.000658370028464586, 'raw_transient_candidate_count': 0, 'maximum_consecutive_raw_transient_samples': 0, 'stationarity_accel_statistic': '1.4826x_MAD_RETAIN_ALL_RAW_SAMPLES', 'monotonic': 33797.071995466, 'phase': 'TRAINING_POSE_14', 'continuous_stable_s': 20.000062735998654, 'sequence_or_time_fault': False}",825,TRAINING,14,POSE_14_READY
True,STABLE_AND_DISTINCT,35.74142386087388,"{'name': 'TRAINING_POSE_15_TOKEN_ACCEPTED', 'wall': '2026-08-12T23:29:41.781+02:00', 'monotonic': 33858.768756765, 'raw_byte_offset': 8935035, 'decoded_record_index': 57418, 'consumed_record_index': 57418}","{'name': 'TRAINING_POSE_15_ACCEPT', 'wall': '2026-08-12T23:30:15.253+02:00', 'monotonic': 33892.240862356, 'raw_byte_offset': 9151111, 'decoded_record_index': 58804, 'consumed_record_index': 58803}",20.000357780998456,4010,"{'samples': 220, 'accel_norm_std_g': 0.0007760982393054729, 'gyro_centered_rms_dps': 0.06172484092375873, 'gyro_axis_std_max_dps': 0.04260554381314912, 'gravity_direction_p95_deg': 0.08847355530757994, 'stable': True, 'raw_accel_norm_std_g': 0.0009376002416687255, 'accel_norm_robust_sigma_g': 0.0007760982393054729, 'raw_transient_candidate_count': 0, 'maximum_consecutive_raw_transient_samples': 0, 'stationarity_accel_statistic': '1.4826x_MAD_RETAIN_ALL_RAW_SAMPLES', 'monotonic': 33892.169713872, 'phase': 'TRAINING_POSE_15', 'continuous_stable_s': 20.000357780998456, 'sequence_or_time_fault': False}",1385,TRAINING,15,POSE_15_READY
True,STABLE_AND_DISTINCT,33.545317287084885,"{'name': 'TRAINING_POSE_16_TOKEN_ACCEPTED', 'wall': '2026-08-12T23:31:35.134+02:00', 'monotonic': 33972.121585572, 'raw_byte_offset': 9666730, 'decoded_record_index': 62120, 'consumed_record_index': 62120}","{'name': 'TRAINING_POSE_16_ACCEPT', 'wall': '2026-08-12T23:31:54.908+02:00', 'monotonic': 33991.895609927, 'raw_byte_offset': 9794712, 'decoded_record_index': 62944, 'consumed_record_index': 62942}",20.049676082002406,3990,"{'samples': 180, 'accel_norm_std_g': 0.0010826718722035892, 'gyro_centered_rms_dps': 0.06287246557764666, 'gyro_axis_std_max_dps': 0.0415443882314453, 'gravity_direction_p95_deg': 0.13009177568414512, 'stable': True, 'raw_accel_norm_std_g': 0.0018486682746126598, 'accel_norm_robust_sigma_g': 0.0010826718722035892, 'raw_transient_candidate_count': 0, 'maximum_consecutive_raw_transient_samples': 0, 'stationarity_accel_statistic': '1.4826x_MAD_RETAIN_ALL_RAW_SAMPLES', 'monotonic': 33991.87341999, 'phase': 'TRAINING_POSE_16', 'continuous_stable_s': 20.049676082002406, 'sequence_or_time_fault': False}",823,TRAINING,16,POSE_16_READY
True,STABLE_AND_DISTINCT,31.431731095958764,"{'name': 'TRAINING_POSE_17_TOKEN_ACCEPTED', 'wall': '2026-08-12T23:32:43.485+02:00', 'monotonic': 34040.473033967, 'raw_byte_offset': 10108563, 'decoded_record_index': 64958, 'consumed_record_index': 64958}","{'name': 'TRAINING_POSE_17_ACCEPT', 'wall': '2026-08-12T23:33:16.561+02:00', 'monotonic': 34073.54927125, 'raw_byte_offset': 10322038, 'decoded_record_index': 66330, 'consumed_record_index': 66330}",20.001768025002093,3990,"{'samples': 200, 'accel_norm_std_g': 0.0006049556447008041, 'gyro_centered_rms_dps': 0.06459353786778786, 'gyro_axis_std_max_dps': 0.042105411208513625, 'gravity_direction_p95_deg': 0.07772671090372969, 'stable': True, 'raw_accel_norm_std_g': 0.0007134252275891618, 'accel_norm_robust_sigma_g': 0.0006049556447008041, 'raw_transient_candidate_count': 0, 'maximum_consecutive_raw_transient_samples': 0, 'stationarity_accel_statistic': '1.4826x_MAD_RETAIN_ALL_RAW_SAMPLES', 'monotonic': 34073.5257503, 'phase': 'TRAINING_POSE_17', 'continuous_stable_s': 20.001768025002093, 'sequence_or_time_fault': False}",1373,TRAINING,17,POSE_17_READY
True,STABLE_AND_DISTINCT,32.144008774146585,"{'name': 'TRAINING_POSE_18_TOKEN_ACCEPTED', 'wall': '2026-08-12T23:33:49.289+02:00', 'monotonic': 34106.27724834, 'raw_byte_offset': 10533579, 'decoded_record_index': 67691, 'consumed_record_index': 67691}","{'name': 'TRAINING_POSE_18_ACCEPT', 'wall': '2026-08-12T23:34:09.014+02:00', 'monotonic': 34126.001731069, 'raw_byte_offset': 10661270, 'decoded_record_index': 68514, 'consumed_record_index': 68513}",20.000438237999333,4010,"{'samples': 200, 'accel_norm_std_g': 0.0006215491199926589, 'gyro_centered_rms_dps': 0.06179338602086361, 'gyro_axis_std_max_dps': 0.03702072798857605, 'gravity_direction_p95_deg': 0.08579169468339021, 'stable': True, 'raw_accel_norm_std_g': 0.0006743527060355424, 'accel_norm_robust_sigma_g': 0.0006215491199926589, 'raw_transient_candidate_count': 0, 'maximum_consecutive_raw_transient_samples': 0, 'stationarity_accel_statistic': '1.4826x_MAD_RETAIN_ALL_RAW_SAMPLES', 'monotonic': 34125.925737875, 'phase': 'TRAINING_POSE_18', 'continuous_stable_s': 20.000438237999333, 'sequence_or_time_fault': False}",823,TRAINING,18,POSE_18_READY
False,DUPLICATE_OR_INSUFFICIENT_DIRECTION,14.56587188708218,"{'name': 'HELDOUT_POSE_01_TOKEN_ACCEPTED', 'wall': '2026-08-12T23:35:10.790+02:00', 'monotonic': 34187.777666387, 'raw_byte_offset': 11059956, 'decoded_record_index': 71072, 'consumed_record_index': 71072}","{'name': 'HELDOUT_POSE_01_REJECT', 'wall': '2026-08-12T23:35:34.816+02:00', 'monotonic': 34211.803692286, 'raw_byte_offset': 11215034, 'decoded_record_index': 72069, 'consumed_record_index': 72068}",20.050187795997772,4010,"{'samples': 200, 'accel_norm_std_g': 0.0006648342892424143, 'gyro_centered_rms_dps': 0.05806365231457656, 'gyro_axis_std_max_dps': 0.042597991788120695, 'gravity_direction_p95_deg': 0.09069753268632208, 'stable': True, 'raw_accel_norm_std_g': 0.0006200663538524874, 'accel_norm_robust_sigma_g': 0.0006648342892424143, 'raw_transient_candidate_count': 0, 'maximum_consecutive_raw_transient_samples': 0, 'stationarity_accel_statistic': '1.4826x_MAD_RETAIN_ALL_RAW_SAMPLES', 'monotonic': 34211.728792973, 'phase': 'HELDOUT_POSE_01', 'continuous_stable_s': 20.050187795997772, 'sequence_or_time_fault': False}",996,HELDOUT,1,VALIDATION_01_READY
True,STABLE_AND_DISTINCT,27.39514814890495,"{'name': 'HELDOUT_POSE_01_TOKEN_ACCEPTED', 'wall': '2026-08-12T23:36:04.941+02:00', 'monotonic': 34241.928513932, 'raw_byte_offset': 11409604, 'decoded_record_index': 73319, 'consumed_record_index': 73319}","{'name': 'HELDOUT_POSE_01_ACCEPT', 'wall': '2026-08-12T23:36:24.717+02:00', 'monotonic': 34261.704816676, 'raw_byte_offset': 11537586, 'decoded_record_index': 74143, 'consumed_record_index': 74143}",20.047963848999643,4010,"{'samples': 200, 'accel_norm_std_g': 0.0007168325899852607, 'gyro_centered_rms_dps': 0.0572560517556571, 'gyro_axis_std_max_dps': 0.040665173840612606, 'gravity_direction_p95_deg': 0.08730366341554577, 'stable': True, 'raw_accel_norm_std_g': 0.0006740033278859624, 'accel_norm_robust_sigma_g': 0.0007168325899852607, 'raw_transient_candidate_count': 0, 'maximum_consecutive_raw_transient_samples': 0, 'stationarity_accel_statistic': '1.4826x_MAD_RETAIN_ALL_RAW_SAMPLES', 'monotonic': 34261.680603673, 'phase': 'HELDOUT_POSE_01', 'continuous_stable_s': 20.047963848999643, 'sequence_or_time_fault': False}",824,HELDOUT,1,VALIDATION_01_READY
True,STABLE_AND_DISTINCT,23.856988483265386,"{'name': 'HELDOUT_POSE_02_TOKEN_ACCEPTED', 'wall': '2026-08-12T23:37:25.094+02:00', 'monotonic': 34322.082154199, 'raw_byte_offset': 11927290, 'decoded_record_index': 76646, 'consumed_record_index': 76646}","{'name': 'HELDOUT_POSE_02_ACCEPT', 'wall': '2026-08-12T23:37:44.870+02:00', 'monotonic': 34341.857933479, 'raw_byte_offset': 12055272, 'decoded_record_index': 77470, 'consumed_record_index': 77470}",20.050126913003623,4010,"{'samples': 200, 'accel_norm_std_g': 0.0005592307360989801, 'gyro_centered_rms_dps': 0.05980199567341744, 'gyro_axis_std_max_dps': 0.042496206941759804, 'gravity_direction_p95_deg': 0.09208833616373335, 'stable': True, 'raw_accel_norm_std_g': 0.0006498788886560002, 'accel_norm_robust_sigma_g': 0.0005592307360989801, 'raw_transient_candidate_count': 0, 'maximum_consecutive_raw_transient_samples': 0, 'stationarity_accel_statistic': '1.4826x_MAD_RETAIN_ALL_RAW_SAMPLES', 'monotonic': 34341.833444092, 'phase': 'HELDOUT_POSE_02', 'continuous_stable_s': 20.050126913003623, 'sequence_or_time_fault': False}",825,HELDOUT,2,VALIDATION_02_READY
False,DUPLICATE_OR_INSUFFICIENT_DIRECTION,5.960129954520356,"{'name': 'HELDOUT_POSE_03_TOKEN_ACCEPTED', 'wall': '2026-08-12T23:38:10.301+02:00', 'monotonic': 34367.289141567, 'raw_byte_offset': 12219363, 'decoded_record_index': 78522, 'consumed_record_index': 78521}","{'name': 'HELDOUT_POSE_03_REJECT', 'wall': '2026-08-12T23:38:30.024+02:00', 'monotonic': 34387.011913478, 'raw_byte_offset': 12346959, 'decoded_record_index': 79344, 'consumed_record_index': 79344}",20.000354428993887,3990,"{'samples': 200, 'accel_norm_std_g': 0.0006184079664400743, 'gyro_centered_rms_dps': 0.06905339660024878, 'gyro_axis_std_max_dps': 0.04254001521785501, 'gravity_direction_p95_deg': 0.0839331802723526, 'stable': True, 'raw_accel_norm_std_g': 0.0007351111406720691, 'accel_norm_robust_sigma_g': 0.0006184079664400743, 'raw_transient_candidate_count': 0, 'maximum_consecutive_raw_transient_samples': 0, 'stationarity_accel_statistic': '1.4826x_MAD_RETAIN_ALL_RAW_SAMPLES', 'monotonic': 34386.984129672, 'phase': 'HELDOUT_POSE_03', 'continuous_stable_s': 20.000354428993887, 'sequence_or_time_fault': False}",823,HELDOUT,3,VALIDATION_03_READY
