host_elapsed_s,host_epoch_s,ver,listener_id,near_anchor_id,listener_t_ms,accepted_resps,resp_seq,anchor_id,src,dst,rx_ts_lo32,carrier_integrator,fp_index,fp1,fp2,fp3,cir_pwr,rxpacc,std_noise,frame_len
61.736746,1784055100.019063,1,255,255,25428723,191560,245,6,0xa106,0xb103,2886712586,3440,47846,6959,7261,5663,1840,117,44,20
62.067615,1784055100.349932,1,255,255,25429054,191561,254,3,0xa103,0xb104,2529055320,-942,47700,1619,1097,1291,897,91,28,20
62.099042,1784055100.381359,1,255,255,25429085,191562,251,1,0xa101,0xb102,274438629,-4398,48105,6612,7256,5304,1973,120,48,20
62.104219,1784055100.386536,1,255,255,25429090,191563,255,6,0xa106,0xb102,602120053,3510,47961,6986,7576,7354,2102,124,48,20
62.164760,1784055100.447077,1,255,255,25429151,191564,252,1,0xa101,0xb104,182324985,-4406,47885,3629,7244,6691,2009,124,40,20
62.169901,1784055100.452218,1,255,255,25429156,191565,0,6,0xa106,0xb104,510006262,3430,48090,6753,7369,7114,2035,122,48,20
62.198564,1784055100.480881,1,255,255,25429184,191566,253,1,0xa101,0xb102,2334298649,-4436,47645,5479,7037,5902,1971,124,40,20
62.203629,1784055100.485946,1,255,255,25429190,191567,1,6,0xa106,0xb102,2661979924,3468,47864,7254,7226,4231,1740,118,44,20
62.231327,1784055100.513643,1,255,255,25429217,191568,254,1,0xa101,0xb103,133106111,-4447,48083,3953,7293,6563,2005,124,40,20
62.236409,1784055100.518726,1,255,255,25429222,191569,2,6,0xa106,0xb103,460787371,3390,47767,7410,7833,7555,2115,124,52,20
62.265046,1784055100.547363,1,255,255,25429251,191570,255,1,0xa101,0xb104,2289904841,-4382,47829,4239,6748,6158,1842,118,36,20
62.270133,1784055100.552450,1,255,255,25429256,191571,3,6,0xa106,0xb104,2617585600,3350,48036,6662,7172,5814,1823,118,44,20
62.331115,1784055100.613432,1,255,255,25429317,191572,0,1,0xa101,0xb103,2219962780,-4437,48032,5850,7297,6092,2093,122,40,20
62.336196,1784055100.618513,1,255,255,25429322,191573,4,6,0xa106,0xb103,2547643912,3396,48108,6665,7075,5004,1841,119,40,20
62.365379,1784055100.647696,1,255,255,25429351,191574,1,1,0xa101,0xb104,112119372,-4423,47704,4329,6973,6114,1849,119,36,20
62.370415,1784055100.652732,1,255,255,25429357,191575,5,6,0xa106,0xb104,439800749,3276,48017,6753,7554,7418,1861,120,52,20
62.399027,1784055100.681344,1,255,255,25429385,191576,2,1,0xa101,0xb102,2263762777,-4377,47965,6039,7343,6233,2155,125,44,20
62.404181,1784055100.686497,1,255,255,25429390,191577,6,6,0xa106,0xb102,2591444175,3351,47795,7499,7393,4613,1943,124,44,20
62.431316,1784055100.713633,1,255,255,25429417,191578,3,1,0xa101,0xb103,35020088,-4474,47948,3595,6868,6361,1825,122,40,20
62.436424,1784055100.718740,1,255,255,25429423,191579,7,6,0xa106,0xb103,362701029,3370,47833,7245,7533,6765,1827,121,44,20
62.767478,1784055101.049795,1,255,255,25429753,191580,14,4,0xa104,0xb104,63676382,641,48098,3746,7016,5698,1981,123,36,20
62.799208,1784055101.081525,1,255,255,25429785,191581,13,1,0xa101,0xb102,2061663741,-4402,47625,2602,7460,6968,1985,124,48,20
62.804296,1784055101.086612,1,255,255,25429790,191582,17,6,0xa106,0xb102,2389345347,3393,47663,7540,7625,5109,1926,123,36,20
62.831657,1784055101.113974,1,255,255,25429818,191583,14,1,0xa101,0xb103,4135888890,-4360,47614,6567,6629,3721,1829,120,48,20
62.836768,1784055101.119085,1,255,255,25429823,191584,18,6,0xa106,0xb103,168602755,3374,47719,7347,7644,5795,1914,124,44,20
62.898903,1784055101.181220,1,255,255,25429885,191585,15,1,0xa101,0xb102,4143422042,-4372,47710,5478,7285,6216,2076,121,40,20
62.903990,1784055101.186306,1,255,255,25429890,191586,19,6,0xa106,0xb102,176135813,3474,47721,6967,7115,5325,1856,119,40,20
62.931471,1784055101.213788,1,255,255,25429917,191587,16,1,0xa101,0xb103,1924457043,-4421,47703,4781,6658,6196,1859,118,44,20
62.936638,1784055101.218954,1,255,255,25429923,191588,20,6,0xa106,0xb103,2252138232,3402,47836,6721,7342,6733,1941,119,40,20
62.965747,1784055101.248064,1,255,255,25429952,191589,17,1,0xa101,0xb104,4115853622,-4341,47930,7237,6847,4046,2004,124,52,20
62.970883,1784055101.253199,1,255,255,25429957,191590,21,6,0xa106,0xb104,148567718,3394,47762,7060,7406,7506,1950,123,44,20
62.999035,1784055101.281352,1,255,255,25429985,191591,18,1,0xa101,0xb102,1945808054,-4404,47818,3512,6971,6454,1906,123,44,20
63.004182,1784055101.286499,1,255,255,25429990,191592,22,6,0xa106,0xb102,2273489759,3432,47947,6768,6968,7078,1834,118,44,20
63.031481,1784055101.313797,1,255,255,25430018,191593,19,1,0xa101,0xb103,4017595592,-4424,47828,4233,7178,6564,2047,123,40,20
63.036524,1784055101.318840,1,255,255,25430023,191594,23,6,0xa106,0xb103,50309451,3403,47919,7154,7406,4985,1757,117,48,20
63.098642,1784055101.380959,1,255,255,25430085,191595,20,1,0xa101,0xb102,4009894736,-4369,47964,5398,7274,6210,1913,119,40,20
63.103663,1784055101.385980,1,255,255,25430090,191596,24,6,0xa106,0xb102,42608860,3338,47808,5979,7516,7471,1907,121,48,20
63.164797,1784055101.447114,1,255,255,25430151,191597,21,1,0xa101,0xb104,3948092004,-4390,47720,6452,7116,5253,2026,124,48,20
63.169930,1784055101.452247,1,255,255,25430156,191598,25,6,0xa106,0xb104,4275773121,3458,47781,6962,7102,5688,1733,118,40,20
63.565708,1784055101.848024,1,255,255,25430552,191599,29,1,0xa101,0xb104,3794526270,-4361,47698,3575,7272,6521,1947,123,40,20
63.570822,1784055101.853139,1,255,255,25430557,191600,33,6,0xa106,0xb104,4122207586,3449,47950,6853,7433,7407,1981,121,40,20
63.598833,1784055101.881150,1,255,255,25430585,191601,30,1,0xa101,0xb102,1619219456,-4296,47620,2451,7419,7041,2027,124,48,20
63.603981,1784055101.886297,1,255,255,25430590,191602,34,6,0xa106,0xb102,1946900989,3462,48097,6957,7482,6296,1884,121,44,20
63.630923,1784055101.913240,1,255,255,25430617,191603,31,1,0xa101,0xb103,3665965662,-4295,47714,6519,7316,5930,2151,124,44,20
63.636045,1784055101.918362,1,255,255,25430622,191604,35,6,0xa106,0xb103,3993646851,3500,47847,7221,7477,5802,2041,124,40,20
63.698483,1784055101.980800,1,255,255,25430685,191605,32,1,0xa101,0xb102,3689035480,-4413,47836,6039,6918,6031,1996,121,44,20
63.703717,1784055101.986033,1,255,255,25430690,191606,36,6,0xa106,0xb102,4016716565,3369,47873,6084,7308,7369,1938,124,44,20
63.731593,1784055102.013909,1,255,255,25430718,191607,33,1,0xa101,0xb103,1510049934,-4320,47770,4974,7339,6512,2135,124,40,20
63.736722,1784055102.019039,1,255,255,25430723,191608,37,6,0xa106,0xb103,1837730810,3369,48094,7093,7561,6807,1998,122,40,20
63.799473,1784055102.081789,1,255,255,25430785,191609,34,1,0xa101,0xb102,1540010758,-4314,47874,2170,6850,6815,1838,117,48,20
63.804406,1784055102.086722,1,255,255,25430791,191610,38,6,0xa106,0xb102,1867691657,3397,47725,7193,7436,5186,1946,121,44,20
63.831196,1784055102.113513,1,255,255,25430817,191611,35,1,0xa101,0xb103,3576159096,-4360,47988,6886,6881,4353,1901,118,52,20
63.836366,1784055102.118682,1,255,255,25430822,191612,39,6,0xa106,0xb103,3903840386,3454,47718,7472,7779,6082,2007,123,40,20
63.864825,1784055102.147141,1,255,255,25430851,191613,36,1,0xa101,0xb104,1436640958,-4398,47818,2732,7449,7062,1987,124,48,20
63.869989,1784055102.152306,1,255,255,25430856,191614,40,6,0xa106,0xb104,1764321770,3381,48086,7707,7883,7399,2042,124,44,20
63.898926,1784055102.181242,1,255,255,25430885,191615,37,1,0xa101,0xb102,3613950423,-4334,48091,5438,6884,6095,1907,117,44,20
63.904125,1784055102.186442,1,255,255,25430890,191616,41,6,0xa106,0xb102,3941631821,3511,47921,7477,7606,4940,1993,122,44,20
64.267428,1784055102.549745,1,255,255,25431253,191617,49,3,0xa103,0xb104,1362205142,-1028,47570,2994,1959,2114,1852,121,44,20
64.365023,1784055102.647340,1,255,255,25431351,191618,46,1,0xa101,0xb104,3323458802,-4324,47862,7181,6800,4197,2007,125,48,20
64.370071,1784055102.652387,1,255,255,25431356,191619,50,6,0xa106,0xb104,3651140329,3451,47829,6713,6753,6786,1805,118,44,20
64.398855,1784055102.681172,1,255,255,25431385,191620,47,1,0xa101,0xb102,1190458456,-4324,47708,5730,6827,5890,1891,120,44,20
64.403906,1784055102.686223,1,255,255,25431390,191621,51,6,0xa106,0xb102,1518139943,3398,47635,7140,7818,7763,2057,124,48,20
64.430936,1784055102.713253,1,255,255,25431417,191622,48,1,0xa101,0xb103,3241641172,-4285,47832,5171,7044,6319,2006,124,40,20
64.436054,1784055102.718371,1,255,255,25431422,191623,52,6,0xa106,0xb103,3569322449,3432,48045,7320,7446,5153,1932,124,40,20
64.498534,1784055102.780851,1,255,255,25431485,191624,49,1,0xa101,0xb102,3276198788,-4349,48000,2021,6849,6598,1846,120,48,20
64.503667,1784055102.785983,1,255,255,25431490,191625,53,6,0xa106,0xb102,3603880415,3384,48075,6627,7387,7395,1897,118,40,20
64.531074,1784055102.813391,1,255,255,25431517,191626,50,1,0xa101,0xb103,1054200751,-4368,48051,6296,6838,4401,1847,120,52,20
64.536233,1784055102.818549,1,255,255,25431522,191627,54,6,0xa106,0xb103,1381881814,3456,48066,6750,7693,7656,2108,123,40,20
64.564827,1784055102.847144,1,255,255,25431551,191628,51,1,0xa101,0xb104,3212819729,-4334,47901,5859,7462,6354,2087,124,44,20
64.569972,1784055102.852288,1,255,255,25431556,191629,55,6,0xa106,0xb104,3540501263,3421,47851,6939,7074,5077,1675,117,40,20
64.598950,1784055102.881267,1,255,255,25431585,191630,52,1,0xa101,0xb102,1101177928,-4354,47692,2785,7070,6558,1811,117,44,20
64.604084,1784055102.886401,1,255,255,25431590,191631,56,6,0xa106,0xb102,1428859372,3430,48088,6958,6902,6500,1711,118,44,20
64.665183,1784055102.947500,1,255,255,25431651,191632,53,1,0xa101,0xb104,1033499063,-4305,48067,3061,7278,6652,1935,125,44,20
64.670248,1784055102.952564,1,255,255,25431656,191633,57,6,0xa106,0xb104,1361179928,3349,47868,7147,7115,3851,1814,118,40,20
64.731095,1784055103.013412,1,255,255,25431717,191634,54,1,0xa101,0xb103,954751820,-4365,47952,3373,6661,6034,1699,117,48,20
64.736221,1784055103.018537,1,255,255,25431722,191635,58,6,0xa106,0xb103,1282433017,3364,48093,6426,7011,6371,1784,119,48,20
65.068254,1784055103.350570,1,255,255,25432054,191636,65,4,0xa104,0xb104,1018126573,653,47849,4420,7095,5207,1803,117,44,20
65.131342,1784055103.413658,1,255,255,25432118,191637,64,1,0xa101,0xb103,754645958,-4308,48082,3706,7041,6349,1805,118,44,20
65.136489,1784055103.418806,1,255,255,25432123,191638,68,6,0xa106,0xb103,1082327514,3430,48062,7296,7311,3861,1806,118,40,20
65.165060,1784055103.447376,1,255,255,25432151,191639,65,1,0xa101,0xb104,2912699718,-4307,47954,3731,6979,6269,1787,118,40,20
65.170252,1784055103.452568,1,255,255,25432156,191640,69,6,0xa106,0xb104,3240380792,3455,47964,6986,7116,6443,1807,121,44,20
65.198273,1784055103.480589,1,255,255,25432184,191641,66,1,0xa101,0xb102,741162778,-4351,47902,6254,7208,6126,2115,124,40,20
65.203411,1784055103.485728,1,255,255,25432190,191642,70,6,0xa106,0xb102,1068844165,3392,47721,6911,7141,5279,1830,118,44,20
65.231544,1784055103.513861,1,255,255,25432218,191643,67,1,0xa101,0xb103,2860441339,-4305,47879,2998,6700,6332,1768,117,48,20
65.236667,1784055103.518983,1,255,255,25432223,191644,71,6,0xa106,0xb103,3188122525,3480,48009,6816,7224,7226,1918,122,44,20
65.299170,1784055103.581487,1,255,255,25432285,191645,68,1,0xa101,0xb102,2886762957,-4252,48089,5205,6994,6163,1934,122,40,20
65.304217,1784055103.586534,1,255,255,25432291,191646,72,6,0xa106,0xb102,3214444425,3476,47981,6811,7111,4906,1644,117,44,20
65.330979,1784055103.613296,1,255,255,25432317,191647,69,1,0xa101,0xb103,625726604,-4258,47760,3350,6827,6586,1843,117,44,20
65.336003,1784055103.618319,1,255,255,25432322,191648,73,6,0xa106,0xb103,953407710,3411,47810,6099,6830,6672,1727,118,40,20
65.364545,1784055103.646862,1,255,255,25432351,191649,70,1,0xa101,0xb104,2769841200,-4317,47660,6941,7138,5004,2045,121,52,20
65.369686,1784055103.652003,1,255,255,25432356,191650,74,6,0xa106,0xb104,3097522109,3452,48033,6883,7454,6243,1860,119,44,20
65.398837,1784055103.681153,1,255,255,25432385,191651,71,1,0xa101,0xb102,671875413,-4304,47961,4819,7117,6353,1936,118,40,20
65.403930,1784055103.686247,1,255,255,25432390,191652,75,6,0xa106,0xb102,999556972,3450,47960,7159,7447,7063,1887,121,48,20
65.430771,1784055103.713088,1,255,255,25432417,191653,72,1,0xa101,0xb103,2701808140,-4291,47640,4165,7407,6414,2007,123,40,20
65.435864,1784055103.718181,1,255,255,25432422,191654,76,6,0xa106,0xb103,3029489370,3479,47806,7327,7201,3832,1771,119,40,20
65.801375,1784055104.083692,1,255,255,25432788,191655,84,3,0xa103,0xb102,592178332,-810,47768,1269,1432,1388,942,92,32,20
65.864703,1784055104.147020,1,255,255,25432851,191656,81,1,0xa101,0xb104,369405306,-4217,47990,7024,6752,4179,1946,119,48,20
65.869844,1784055104.152160,1,255,255,25432856,191657,85,6,0xa106,0xb104,697086201,3524,47837,6931,7185,6600,1898,118,48,20
65.899143,1784055104.181460,1,255,255,25432885,191658,82,1,0xa101,0xb102,2571210427,-4289,47799,6726,6606,4037,1875,120,40,20
65.904282,1784055104.186599,1,255,255,25432890,191659,86,6,0xa106,0xb102,2898892009,3472,47829,6973,7626,7469,1956,120,52,20
65.930688,1784055104.213004,1,255,255,25432917,191660,83,1,0xa101,0xb103,293087670,-4240,48050,7070,7053,4559,1953,117,48,20
65.935907,1784055104.218224,1,255,255,25432922,191661,87,6,0xa106,0xb103,620768856,3513,47676,7387,7444,4056,1865,119,44,20
65.965396,1784055104.247713,1,255,255,25432952,191662,84,1,0xa101,0xb104,2507839182,-4329,47834,4744,7211,6316,1899,119,44,20
65.970566,1784055104.252883,1,255,255,25432957,191663,88,6,0xa106,0xb104,2835520162,3496,47758,6608,7393,7295,1880,118,48,20
65.998505,1784055104.280822,1,255,255,25432985,191664,85,1,0xa101,0xb102,334423248,-4260,47836,4991,7292,6298,2032,121,40,20
66.003672,1784055104.285989,1,255,255,25432990,191665,89,6,0xa106,0xb102,662104315,3448,47847,7365,7655,5913,2067,124,44,20
66.031165,1784055104.313481,1,255,255,25433017,191666,86,1,0xa101,0xb103,2419935008,-4292,47908,6526,7162,5654,2023,119,40,20
66.036461,1784055104.318778,1,255,255,25433023,191667,90,6,0xa106,0xb103,2747616204,3382,48048,7612,7846,5228,2095,125,44,20
66.064959,1784055104.347276,1,255,255,25433051,191668,87,1,0xa101,0xb104,288392886,-4260,47794,6983,6977,4496,1912,118,48,20
66.070054,1784055104.352371,1,255,255,25433056,191669,91,6,0xa106,0xb104,616074115,3415,47975,7262,7484,5683,1796,121,48,20
66.130797,1784055104.413114,1,255,255,25433117,191670,88,1,0xa101,0xb103,190322920,-4371,47852,6371,6652,4680,1854,120,44,20
66.135911,1784055104.418228,1,255,255,25433122,191671,92,6,0xa106,0xb103,518004287,3423,47651,6998,7059,5812,1797,121,40,20
66.164662,1784055104.446979,1,255,255,25433151,191672,89,1,0xa101,0xb104,2356480101,-4303,47721,6821,6961,5125,2004,121,48,20
66.169812,1784055104.452128,1,255,255,25433156,191673,93,6,0xa106,0xb104,2684161474,3373,48038,7304,7621,5881,1844,123,48,20
66.533104,1784055104.815421,1,255,255,25433519,191674,101,3,0xa103,0xb103,112593832,-853,48036,1449,2084,1686,2011,123,44,20
66.565222,1784055104.847539,1,255,255,25433551,191675,98,1,0xa101,0xb104,2181731705,-4237,48013,3295,7317,6713,1938,123,44,20
66.570427,1784055104.852744,1,255,255,25433557,191676,102,6,0xa106,0xb104,2509412644,3453,47896,7350,7442,7021,1914,125,52,20
66.598918,1784055104.881235,1,255,255,25433585,191677,99,1,0xa101,0xb102,34170700,-4237,47960,4886,7076,6225,1901,121,40,20
66.604006,1784055104.886323,1,255,255,25433590,191678,103,6,0xa106,0xb102,361852031,3528,47715,6654,7116,5888,1809,120,48,20
66.631207,1784055104.913523,1,255,255,25433617,191679,100,1,0xa101,0xb103,2101560289,-4309,48101,6714,6984,5467,1977,120,44,20
66.636389,1784055104.918705,1,255,255,25433623,191680,104,6,0xa106,0xb103,2429241553,3452,47797,7241,7408,4500,1975,123,40,20
66.665122,1784055104.947439,1,255,255,25433651,191681,101,1,0xa101,0xb104,4271000974,-4243,48018,3854,6745,6352,1852,121,44,20
66.670236,1784055104.952553,1,255,255,25433657,191682,105,6,0xa106,0xb104,303714950,3469,47722,7374,7625,5559,2080,124,40,20
66.698592,1784055104.980909,1,255,255,25433685,191683,102,1,0xa101,0xb102,2109959035,-4238,48015,3389,7329,6654,1920,121,44,20
66.703725,1784055104.986042,1,255,255,25433690,191684,106,6,0xa106,0xb102,2437640641,3448,48037,7165,7502,5918,1970,122,40,20
66.730625,1784055105.012942,1,255,255,25433717,191685,103,1,0xa101,0xb103,4159258695,-4263,47699,4235,7002,6493,2024,124,40,20
66.735771,1784055105.018087,1,255,255,25433722,191686,107,6,0xa106,0xb103,191972763,3488,48007,6268,7131,7290,1831,119,48,20
66.764458,1784055105.046775,1,255,255,25433751,191687,104,1,0xa101,0xb104,2023768081,-4258,47637,4002,7231,6543,1994,125,48,20
66.769675,1784055105.051992,1,255,255,25433756,191688,108,6,0xa106,0xb104,2351449355,3521,47847,7198,7500,5724,1943,120,40,20
66.798934,1784055105.081251,1,255,255,25433785,191689,105,1,0xa101,0xb102,4229991263,-4210,47971,5747,6586,5127,1812,118,44,20
66.804062,1784055105.086379,1,255,255,25433790,191690,109,6,0xa106,0xb102,262705455,3544,47891,6804,7387,7287,1872,119,48,20
66.830425,1784055105.112742,1,255,255,25433817,191691,106,1,0xa101,0xb103,1944966288,-4260,47764,3518,7521,6916,2041,125,44,20
66.835582,1784055105.117898,1,255,255,25433822,191692,110,6,0xa106,0xb103,2272647310,3425,47722,7100,7496,5460,1815,119,40,20
67.167401,1784055105.449718,1,255,255,25434154,191693,118,3,0xa103,0xb104,1993504531,-871,47887,4512,1935,2425,2086,124,44,20
67.198912,1784055105.481229,1,255,255,25434185,191694,115,1,0xa101,0xb102,4017891493,-4258,47785,6945,7012,5165,2020,122,44,20
67.204067,1784055105.486383,1,255,255,25434190,191695,119,6,0xa106,0xb102,50605609,3599,47637,6877,7543,7464,1947,121,48,20
